participant,type,referent,time_bin_start_ms,time_bin_end_ms,mean_prop,sd_prop,n_trial_bins,lower,upper
PRM_a1,pass,patient,1250,1300,0.597500,0.500336,8,0.243709,0.951291
PRM_a1,pass,patient,1300,1350,0.391429,0.495830,7,0.016616,0.766241
PRM_a1,pass,patient,1350,1400,0.277143,0.473628,7,0.000000,0.635172
PRM_a1,pass,patient,1400,1450,0.274286,0.469001,7,0.000000,0.628817
PRM_a1,pass,patient,1450,1500,0.362857,0.477832,7,0.001650,0.724064
PRM_a1,pass,patient,1500,1550,0.428571,0.534522,7,0.024510,0.832632
PRM_a1,pass,patient,1550,1600,0.428571,0.534522,7,0.024510,0.832632
PRM_a1,pass,patient,1600,1650,0.357143,0.475595,7,0.000000,0.716659
PRM_a1,pass,patient,1650,1700,0.337143,0.437634,7,0.006322,0.667963
PRM_a1,pass,patient,1700,1750,0.285714,0.487950,7,0.000000,0.654570
PRM_a1,pass,patient,1750,1800,0.285714,0.487950,7,0.000000,0.654570
PRM_a1,pass,patient,1800,1850,0.331429,0.471431,7,0.000000,0.687797
PRM_a1,pass,patient,1850,1900,0.500000,0.547723,6,0.052786,0.947214
PRM_a1,pass,patient,1900,1950,0.220000,0.438178,5,0.000000,0.611918
PRM_a1,pass,patient,1950,2000,0.200000,0.447214,5,0.000000,0.600000
PRM_a1,pass,patient,2000,2050,0.200000,0.447214,5,0.000000,0.600000
PRM_a1,pass,patient,2050,2100,0.200000,0.447214,5,0.000000,0.600000
PRM_a1,pass,patient,2100,2150,0.200000,0.447214,5,0.000000,0.600000
PRM_a1,pass,patient,2150,2200,0.000000,0.000000,4,0.000000,0.000000
PRM_a1,pass,patient,2200,2250,0.240000,0.480000,4,0.000000,0.720000
PRM_a1,pass,patient,2250,2300,0.250000,0.500000,4,0.000000,0.750000
PRM_a1,pass,patient,2300,2350,0.250000,0.500000,4,0.000000,0.750000
PRM_a1,pass,patient,2350,2400,0.250000,0.500000,4,0.000000,0.750000
PRM_a1,pass,patient,2400,2450,0.160000,0.320000,4,0.000000,0.480000
PRM_a1,pass,patient,2450,2500,0.000000,0.000000,4,0.000000,0.000000
PRM_a1,pass,patient,2500,2550,0.000000,0.000000,4,0.000000,0.000000
PRM_a1,pass,patient,2550,2600,0.000000,0.000000,3,0.000000,0.000000
PRM_a1,pass,patient,2600,2650,0.000000,0.000000,3,0.000000,0.000000
PRM_a1,pass,patient,2650,2700,0.000000,0.000000,3,0.000000,0.000000
PRM_a1,pass,patient,2700,2750,0.000000,0.000000,3,0.000000,0.000000
PRM_a1,pass,patient,2750,2800,0.000000,0.000000,3,0.000000,0.000000
PRM_a1,pass,patient,2800,2850,0.000000,0.000000,3,0.000000,0.000000
PRM_a1,pass,patient,2850,2900,0.000000,0.000000,2,0.000000,0.000000
PRM_a1,pass,patient,2900,2950,0.000000,0.000000,2,0.000000,0.000000
PRM_a1,pass,patient,2950,3000,0.000000,0.000000,1,0.000000,0.000000
PRM_a1,pass,patient,3000,3050,0.000000,0.000000,1,0.000000,0.000000
PRM_a1,pass,patient,3050,3100,0.000000,0.000000,1,0.000000,0.000000
PRM_a1,pass,patient,3100,3150,0.000000,0.000000,1,0.000000,0.000000
PRM_a1,pass,patient,3150,3200,0.000000,0.000000,1,0.000000,0.000000
PRM_a1,pass,patient,3200,3250,0.000000,0.000000,1,0.000000,0.000000
PRM_a1,pass,patient,3250,3300,0.000000,0.000000,1,0.000000,0.000000
PRM_a1,pass,patient,3300,3350,0.000000,0.000000,1,0.000000,0.000000
PRM_a1,pass,patient,3350,3400,0.000000,0.000000,1,0.000000,0.000000
PRM_a1,pass,patient,3400,3450,0.000000,0.000000,1,0.000000,0.000000
PRM_a1,pass,patient,3450,3500,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,act,agent,0,50,0.578182,0.495213,11,0.279557,0.876807
PRM_b3,act,agent,50,100,0.481818,0.501554,11,0.179370,0.784267
PRM_b3,act,agent,100,150,0.454545,0.522233,11,0.139627,0.769464
PRM_b3,act,agent,150,200,0.454545,0.522233,11,0.139627,0.769464
PRM_b3,act,agent,200,250,0.396364,0.433757,11,0.134798,0.657929
PRM_b3,act,agent,250,300,0.454545,0.522233,11,0.139627,0.769464
PRM_b3,act,agent,300,350,0.454545,0.522233,11,0.139627,0.769464
PRM_b3,act,agent,350,400,0.454545,0.522233,11,0.139627,0.769464
PRM_b3,act,agent,400,450,0.465455,0.456429,11,0.190218,0.740691
PRM_b3,act,agent,450,500,0.545455,0.522233,11,0.230536,0.860373
PRM_b3,act,agent,500,550,0.545455,0.522233,11,0.230536,0.860373
PRM_b3,act,agent,550,600,0.580000,0.494368,11,0.281885,0.878115
PRM_b3,act,agent,600,650,0.661818,0.454529,11,0.387727,0.935909
PRM_b3,act,agent,650,700,0.570909,0.499309,11,0.269815,0.872004
PRM_b3,act,agent,700,750,0.663636,0.453680,11,0.390057,0.937216
PRM_b3,act,agent,750,800,0.734545,0.427560,11,0.476717,0.992374
PRM_b3,act,agent,800,850,0.665455,0.454409,11,0.391436,0.939473
PRM_b3,act,agent,850,900,0.436364,0.472510,11,0.151430,0.721298
PRM_b3,act,agent,900,950,0.356364,0.494920,11,0.057916,0.654811
PRM_b3,act,agent,950,1000,0.260000,0.446766,11,0.000000,0.529410
PRM_b3,act,agent,1000,1050,0.243636,0.389237,11,0.008918,0.478355
PRM_b3,act,agent,1050,1100,0.454545,0.522233,11,0.139627,0.769464
PRM_b3,act,agent,1100,1150,0.496364,0.500145,11,0.194765,0.797963
PRM_b3,act,agent,1150,1200,0.605455,0.490232,11,0.309834,0.901075
PRM_b3,act,agent,1200,1250,0.658182,0.460300,11,0.380610,0.935753
PRM_b3,act,agent,1250,1300,0.532727,0.483344,11,0.241260,0.824195
PRM_b3,act,agent,1300,1350,0.454545,0.522233,11,0.139627,0.769464
PRM_b3,act,agent,1350,1400,0.421818,0.477029,11,0.134159,0.709477
PRM_b3,act,agent,1400,1450,0.412727,0.491713,11,0.116213,0.709241
PRM_b3,act,agent,1450,1500,0.532727,0.511646,11,0.224193,0.841262
PRM_b3,act,agent,1500,1550,0.500000,0.527046,10,0.166667,0.833333
PRM_b3,act,agent,1550,1600,0.500000,0.527046,10,0.166667,0.833333
PRM_b3,act,agent,1600,1650,0.432000,0.492811,10,0.120319,0.743681
PRM_b3,act,agent,1650,1700,0.435897,0.517447,9,0.090933,0.780862
PRM_b3,act,agent,1700,1750,0.166667,0.408248,6,0.000000,0.500000
PRM_b3,act,agent,1750,1800,0.256667,0.423399,6,0.000000,0.602370
PRM_b3,act,agent,1800,1850,0.333333,0.577350,3,0.000000,1.000000
PRM_b3,act,agent,1850,1900,0.500000,0.707107,2,0.000000,1.000000
PRM_b3,act,agent,1900,1950,0.500000,0.707107,2,0.000000,1.000000
PRM_b3,act,agent,1950,2000,1.000000,0.000000,1,1.000000,1.000000
PRM_b3,act,agent,2000,2050,1.000000,0.000000,1,1.000000,1.000000
PRM_b3,act,agent,2050,2100,1.000000,0.000000,1,1.000000,1.000000
PRM_b3,act,agent,2100,2150,1.000000,0.000000,1,1.000000,1.000000
PRM_b3,act,agent,2150,2200,1.000000,0.000000,1,1.000000,1.000000
PRM_b3,act,agent,2200,2250,1.000000,0.000000,1,1.000000,1.000000
PRM_b3,act,agent,2250,2300,1.000000,0.000000,1,1.000000,1.000000
PRM_b3,act,agent,2300,2350,0.860000,0.000000,1,0.860000,0.860000
PRM_b3,act,agent,2350,2400,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,act,agent,2400,2450,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,act,agent,2450,2500,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,act,agent,2500,2550,0.900000,0.000000,1,0.900000,0.900000
PRM_b3,act,agent,2550,2600,1.000000,0.000000,1,1.000000,1.000000
PRM_b3,act,agent,2600,2650,1.000000,0.000000,1,1.000000,1.000000
PRM_b3,act,agent,2650,2700,0.820000,0.000000,1,0.820000,0.820000
PRM_b3,act,agent,2700,2750,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,act,agent,2750,2800,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,act,agent,2800,2850,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,act,agent,2850,2900,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,act,agent,2900,2950,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,act,agent,2950,3000,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,act,agent,3000,3050,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,act,agent,3050,3100,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,act,agent,3100,3150,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,act,agent,3150,3200,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,act,patient,0,50,0.090909,0.301511,11,0.000000,0.272727
PRM_b3,act,patient,50,100,0.178182,0.396530,11,0.000000,0.417299
PRM_b3,act,patient,100,150,0.227273,0.410100,11,0.000000,0.474572
PRM_b3,act,patient,150,200,0.285455,0.460790,11,0.007588,0.563321
PRM_b3,act,patient,200,250,0.496364,0.436148,11,0.233356,0.759371
PRM_b3,act,patient,250,300,0.541818,0.518880,11,0.228922,0.854715
PRM_b3,act,patient,300,350,0.545455,0.522233,11,0.230536,0.860373
PRM_b3,act,patient,350,400,0.545455,0.522233,11,0.230536,0.860373
PRM_b3,act,patient,400,450,0.534545,0.456429,11,0.259309,0.809782
PRM_b3,act,patient,450,500,0.454545,0.522233,11,0.139627,0.769464
PRM_b3,act,patient,500,550,0.454545,0.522233,11,0.139627,0.769464
PRM_b3,act,patient,550,600,0.420000,0.494368,11,0.121885,0.718115
PRM_b3,act,patient,600,650,0.276364,0.398278,11,0.036193,0.516534
PRM_b3,act,patient,650,700,0.338182,0.475433,11,0.051485,0.624879
PRM_b3,act,patient,700,750,0.245455,0.404978,11,0.001244,0.489666
PRM_b3,act,patient,750,800,0.181818,0.404520,11,0.000000,0.425753
PRM_b3,act,patient,800,850,0.196364,0.400182,11,0.000000,0.437682
PRM_b3,act,patient,850,900,0.223636,0.407609,11,0.000000,0.469434
PRM_b3,act,patient,900,950,0.147273,0.338499,11,0.000000,0.351396
PRM_b3,act,patient,950,1000,0.163636,0.340684,11,0.000000,0.369076
PRM_b3,act,patient,1000,1050,0.272727,0.467099,11,0.000000,0.554399
PRM_b3,act,patient,1050,1100,0.287273,0.460198,11,0.009763,0.564782
PRM_b3,act,patient,1100,1150,0.394545,0.490232,11,0.098925,0.690166
PRM_b3,act,patient,1150,1200,0.394545,0.490232,11,0.098925,0.690166
PRM_b3,act,patient,1200,1250,0.256364,0.410445,11,0.008856,0.503872
PRM_b3,act,patient,1250,1300,0.305455,0.458615,11,0.028900,0.582010
PRM_b3,act,patient,1300,1350,0.363636,0.504525,11,0.059396,0.667876
PRM_b3,act,patient,1350,1400,0.400000,0.486950,11,0.106358,0.693642
PRM_b3,act,patient,1400,1450,0.454545,0.522233,11,0.139627,0.769464
PRM_b3,act,patient,1450,1500,0.336364,0.457018,11,0.060771,0.611956
PRM_b3,act,patient,1500,1550,0.300000,0.483046,10,0.000000,0.605505
PRM_b3,act,patient,1550,1600,0.300000,0.483046,10,0.000000,0.605505
PRM_b3,act,patient,1600,1650,0.418000,0.461250,10,0.126280,0.709720
PRM_b3,act,patient,1650,1700,0.468547,0.506173,9,0.131098,0.805996
PRM_b3,act,patient,1700,1750,0.833333,0.408248,6,0.500000,1.000000
PRM_b3,act,patient,1750,1800,0.679048,0.391196,6,0.359638,0.998458
PRM_b3,act,patient,1800,1850,0.333333,0.577350,3,0.000000,1.000000
PRM_b3,act,patient,1850,1900,0.000000,0.000000,2,0.000000,0.000000
PRM_b3,act,patient,1900,1950,0.000000,0.000000,2,0.000000,0.000000
PRM_b3,act,patient,1950,2000,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,act,patient,2000,2050,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,act,patient,2050,2100,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,act,patient,2100,2150,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,act,patient,2150,2200,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,act,patient,2200,2250,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,act,patient,2250,2300,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,act,patient,2300,2350,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,act,patient,2350,2400,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,act,patient,2400,2450,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,act,patient,2450,2500,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,act,patient,2500,2550,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,act,patient,2550,2600,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,act,patient,2600,2650,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,act,patient,2650,2700,0.180000,0.000000,1,0.180000,0.180000
PRM_b3,act,patient,2700,2750,1.000000,0.000000,1,1.000000,1.000000
PRM_b3,act,patient,2750,2800,1.000000,0.000000,1,1.000000,1.000000
PRM_b3,act,patient,2800,2850,1.000000,0.000000,1,1.000000,1.000000
PRM_b3,act,patient,2850,2900,1.000000,0.000000,1,1.000000,1.000000
PRM_b3,act,patient,2900,2950,1.000000,0.000000,1,1.000000,1.000000
PRM_b3,act,patient,2950,3000,1.000000,0.000000,1,1.000000,1.000000
PRM_b3,act,patient,3000,3050,0.820000,0.000000,1,0.820000,0.820000
PRM_b3,act,patient,3050,3100,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,act,patient,3100,3150,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,act,patient,3150,3200,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,pass,agent,0,50,0.100000,0.316228,10,0.000000,0.300000
PRM_b3,pass,agent,50,100,0.102000,0.315588,10,0.000000,0.301595
PRM_b3,pass,agent,100,150,0.234000,0.417405,10,0.000000,0.497990
PRM_b3,pass,agent,150,200,0.196000,0.408227,10,0.000000,0.454185
PRM_b3,pass,agent,200,250,0.250000,0.410447,10,0.000000,0.509589
PRM_b3,pass,agent,250,300,0.506000,0.502797,10,0.188003,0.823997
PRM_b3,pass,agent,300,350,0.582000,0.503892,10,0.263311,0.900689
PRM_b3,pass,agent,350,400,0.520000,0.482586,10,0.214786,0.825214
PRM_b3,pass,agent,400,450,0.480000,0.453235,10,0.193349,0.766651
PRM_b3,pass,agent,450,500,0.400000,0.516398,10,0.073401,0.726599
PRM_b3,pass,agent,500,550,0.382000,0.495890,10,0.068372,0.695628
PRM_b3,pass,agent,550,600,0.380000,0.493964,10,0.067590,0.692410
PRM_b3,pass,agent,600,650,0.400000,0.516398,10,0.073401,0.726599
PRM_b3,pass,agent,650,700,0.400000,0.516398,10,0.073401,0.726599
PRM_b3,pass,agent,700,750,0.400000,0.516398,10,0.073401,0.726599
PRM_b3,pass,agent,750,800,0.464000,0.500737,10,0.147306,0.780694
PRM_b3,pass,agent,800,850,0.522000,0.501593,10,0.204765,0.839235
PRM_b3,pass,agent,850,900,0.500000,0.527046,10,0.166667,0.833333
PRM_b3,pass,agent,900,950,0.454000,0.432466,10,0.180485,0.727515
PRM_b3,pass,agent,950,1000,0.334000,0.471409,10,0.035855,0.632145
PRM_b3,pass,agent,1000,1050,0.326000,0.471975,10,0.027497,0.624503
PRM_b3,pass,agent,1050,1100,0.368000,0.483983,10,0.061902,0.674098
PRM_b3,pass,agent,1100,1150,0.440000,0.497103,10,0.125605,0.754395
PRM_b3,pass,agent,1150,1200,0.526000,0.505617,10,0.206220,0.845780
PRM_b3,pass,agent,1200,1250,0.526000,0.505617,10,0.206220,0.845780
PRM_b3,pass,agent,1250,1300,0.500000,0.527046,10,0.166667,0.833333
PRM_b3,pass,agent,1300,1350,0.555556,0.527046,9,0.204191,0.906920
PRM_b3,pass,agent,1350,1400,0.568889,0.512554,9,0.227187,0.910591
PRM_b3,pass,agent,1400,1450,0.608889,0.472664,9,0.293780,0.923998
PRM_b3,pass,agent,1450,1500,0.435000,0.495206,8,0.084837,0.785163
PRM_b3,pass,agent,1500,1550,0.285714,0.487950,7,0.000000,0.654570
PRM_b3,pass,agent,1550,1600,0.285714,0.487950,7,0.000000,0.654570
PRM_b3,pass,agent,1600,1650,0.554286,0.458798,7,0.207467,0.901104
PRM_b3,pass,agent,1650,1700,0.553333,0.503057,6,0.142589,0.964078
PRM_b3,pass,agent,1700,1750,0.630000,0.491488,6,0.228702,1.000000
PRM_b3,pass,agent,1750,1800,0.410000,0.468828,6,0.027203,0.792797
PRM_b3,pass,agent,1800,1850,0.500000,0.547723,6,0.052786,0.947214
PRM_b3,pass,agent,1850,1900,0.440000,0.499600,6,0.032078,0.847922
PRM_b3,pass,agent,1900,1950,0.400000,0.547723,5,0.000000,0.889898
PRM_b3,pass,agent,1950,2000,0.250000,0.500000,4,0.000000,0.750000
PRM_b3,pass,agent,2000,2050,0.250000,0.500000,4,0.000000,0.750000
PRM_b3,pass,agent,2050,2100,0.250000,0.500000,4,0.000000,0.750000
PRM_b3,pass,agent,2100,2150,0.000000,0.000000,3,0.000000,0.000000
PRM_b3,pass,agent,2150,2200,0.060000,0.084853,2,0.000000,0.180000
PRM_b3,pass,agent,2200,2250,1.000000,0.000000,1,1.000000,1.000000
PRM_b3,pass,agent,2250,2300,1.000000,0.000000,1,1.000000,1.000000
PRM_b3,pass,agent,2300,2350,1.000000,0.000000,1,1.000000,1.000000
PRM_b3,pass,agent,2350,2400,1.000000,0.000000,1,1.000000,1.000000
PRM_b3,pass,agent,2400,2450,1.000000,0.000000,1,1.000000,1.000000
PRM_b3,pass,agent,2450,2500,1.000000,0.000000,1,1.000000,1.000000
PRM_b3,pass,agent,2500,2550,0.540000,0.000000,1,0.540000,0.540000
PRM_b3,pass,agent,2550,2600,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,pass,agent,2600,2650,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,pass,patient,0,50,0.400000,0.516398,10,0.073401,0.726599
PRM_b3,pass,patient,50,100,0.398000,0.513848,10,0.073014,0.722986
PRM_b3,pass,patient,100,150,0.330000,0.471522,10,0.031783,0.628217
PRM_b3,pass,patient,150,200,0.406000,0.511560,10,0.082461,0.729539
PRM_b3,pass,patient,200,250,0.466000,0.501558,10,0.148787,0.783213
PRM_b3,pass,patient,250,300,0.384000,0.497889,10,0.069107,0.698893
PRM_b3,pass,patient,300,350,0.368000,0.462861,10,0.075261,0.660739
PRM_b3,pass,patient,350,400,0.480000,0.482586,10,0.174786,0.785214
PRM_b3,pass,patient,400,450,0.520000,0.453235,10,0.233349,0.806651
PRM_b3,pass,patient,450,500,0.600000,0.516398,10,0.273401,0.926599
PRM_b3,pass,patient,500,550,0.618000,0.495890,10,0.304372,0.931628
PRM_b3,pass,patient,550,600,0.620000,0.493964,10,0.307590,0.932410
PRM_b3,pass,patient,600,650,0.554000,0.496928,10,0.239715,0.868285
PRM_b3,pass,patient,650,700,0.438000,0.497322,10,0.123466,0.752534
PRM_b3,pass,patient,700,750,0.400000,0.516398,10,0.073401,0.726599
PRM_b3,pass,patient,750,800,0.336000,0.471480,10,0.037810,0.634190
PRM_b3,pass,patient,800,850,0.320000,0.473286,10,0.020667,0.619333
PRM_b3,pass,patient,850,900,0.370000,0.485455,10,0.062971,0.677029
PRM_b3,pass,patient,900,950,0.280000,0.414836,10,0.017635,0.542365
PRM_b3,pass,patient,950,1000,0.200000,0.421637,10,0.000000,0.466667
PRM_b3,pass,patient,1000,1050,0.232000,0.386690,10,0.000000,0.476564
PRM_b3,pass,patient,1050,1100,0.264000,0.436226,10,0.000000,0.539894
PRM_b3,pass,patient,1100,1150,0.300000,0.483046,10,0.000000,0.605505
PRM_b3,pass,patient,1150,1200,0.336000,0.447591,10,0.052919,0.619081
PRM_b3,pass,patient,1200,1250,0.462000,0.493013,10,0.150191,0.773809
PRM_b3,pass,patient,1250,1300,0.500000,0.527046,10,0.166667,0.833333
PRM_b3,pass,patient,1300,1350,0.444444,0.527046,9,0.093080,0.795809
PRM_b3,pass,patient,1350,1400,0.431111,0.512554,9,0.089409,0.772813
PRM_b3,pass,patient,1400,1450,0.333333,0.500000,9,0.000000,0.666667
PRM_b3,pass,patient,1450,1500,0.237500,0.440576,8,0.000000,0.549034
PRM_b3,pass,patient,1500,1550,0.142857,0.377964,7,0.000000,0.428571
PRM_b3,pass,patient,1550,1600,0.100000,0.264575,7,0.000000,0.300000
PRM_b3,pass,patient,1600,1650,0.000000,0.000000,7,0.000000,0.000000
PRM_b3,pass,patient,1650,1700,0.113333,0.277609,6,0.000000,0.340000
PRM_b3,pass,patient,1700,1750,0.193333,0.400333,6,0.000000,0.520204
PRM_b3,pass,patient,1750,1800,0.466667,0.516398,6,0.045030,0.888304
PRM_b3,pass,patient,1800,1850,0.500000,0.547723,6,0.052786,0.947214
PRM_b3,pass,patient,1850,1900,0.536667,0.513874,6,0.117090,0.956243
PRM_b3,pass,patient,1900,1950,0.400000,0.547723,5,0.000000,0.889898
PRM_b3,pass,patient,1950,2000,0.470000,0.544916,4,0.000000,1.000000
PRM_b3,pass,patient,2000,2050,0.250000,0.500000,4,0.000000,0.750000
PRM_b3,pass,patient,2050,2100,0.440000,0.517430,4,0.000000,0.957430
PRM_b3,pass,patient,2100,2150,0.666667,0.577350,3,0.000000,1.000000
PRM_b3,pass,patient,2150,2200,0.000000,0.000000,2,0.000000,0.000000
PRM_b3,pass,patient,2200,2250,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,pass,patient,2250,2300,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,pass,patient,2300,2350,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,pass,patient,2350,2400,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,pass,patient,2400,2450,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,pass,patient,2450,2500,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,pass,patient,2500,2550,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,pass,patient,2550,2600,0.000000,0.000000,1,0.000000,0.000000
PRM_b3,pass,patient,2600,2650,0.000000,0.000000,1,0.000000,0.000000
RAI_a3,act,agent,0,50,0.437500,0.512348,16,0.181326,0.693674
RAI_a3,act,agent,50,100,0.462500,0.499166,16,0.212917,0.712083
RAI_a3,act,agent,100,150,0.498750,0.494528,16,0.251486,0.746014
RAI_a3,act,agent,150,200,0.528750,0.448878,16,0.304311,0.753189
RAI_a3,act,agent,200,250,0.537500,0.454657,16,0.310171,0.764829
RAI_a3,act,agent,250,300,0.513750,0.470105,16,0.278698,0.748802
RAI_a3,act,agent,300,350,0.526250,0.499692,16,0.276404,0.776096
RAI_a3,act,agent,350,400,0.492500,0.509477,16,0.237762,0.747238
RAI_a3,act,agent,400,450,0.507500,0.501032,16,0.256984,0.758016
RAI_a3,act,agent,450,500,0.508750,0.508486,16,0.254507,0.762993
RAI_a3,act,agent,500,550,0.551250,0.488534,16,0.306983,0.795517
RAI_a3,act,agent,550,600,0.667500,0.434688,16,0.450156,0.884844
RAI_a3,act,agent,600,650,0.802500,0.400125,16,0.602438,1.000000
RAI_a3,act,agent,650,700,0.812500,0.403113,16,0.610944,1.000000
RAI_a3,act,agent,700,750,0.793750,0.380716,16,0.603392,0.984108
RAI_a3,act,agent,750,800,0.875000,0.341565,16,0.704217,1.000000
RAI_a3,act,agent,800,850,0.797500,0.375934,16,0.609533,0.985467
RAI_a3,act,agent,850,900,0.722500,0.444335,16,0.500333,0.944667
RAI_a3,act,agent,900,950,0.687500,0.478714,16,0.448143,0.926857
RAI_a3,act,agent,950,1000,0.661250,0.464038,16,0.429231,0.893269
RAI_a3,act,agent,1000,1050,0.687500,0.478714,16,0.448143,0.926857
RAI_a3,act,agent,1050,1100,0.782500,0.400791,16,0.582105,0.982895
RAI_a3,act,agent,1100,1150,0.792500,0.397115,16,0.593943,0.991057
RAI_a3,act,agent,1150,1200,0.795000,0.400500,16,0.594750,0.995250
RAI_a3,act,agent,1200,1250,0.812500,0.403113,16,0.610944,1.000000
RAI_a3,act,agent,1250,1300,0.760000,0.430813,16,0.544593,0.975407
RAI_a3,act,agent,1300,1350,0.688750,0.476821,16,0.450339,0.927161
RAI_a3,act,agent,1350,1400,0.626667,0.477832,15,0.379915,0.873418
RAI_a3,act,agent,1400,1450,0.606667,0.499238,15,0.348862,0.864472
RAI_a3,act,agent,1450,1500,0.574667,0.495031,15,0.319034,0.830299
RAI_a3,act,agent,1500,1550,0.533333,0.516398,15,0.266667,0.800000
RAI_a3,act,agent,1550,1600,0.550667,0.501362,15,0.291764,0.809569
RAI_a3,act,agent,1600,1650,0.600000,0.507093,15,0.338139,0.861861
RAI_a3,act,agent,1650,1700,0.541333,0.501453,15,0.282384,0.800283
RAI_a3,act,agent,1700,1750,0.532857,0.498959,14,0.266152,0.799562
RAI_a3,act,agent,1750,1800,0.500000,0.477417,12,0.224363,0.775637
RAI_a3,act,agent,1800,1850,0.363636,0.504525,11,0.059396,0.667876
RAI_a3,act,agent,1850,1900,0.400000,0.516398,10,0.073401,0.726599
RAI_a3,act,agent,1900,1950,0.444444,0.527046,9,0.093080,0.795809
RAI_a3,act,agent,1950,2000,0.380000,0.513587,8,0.016839,0.743161
RAI_a3,act,agent,2000,2050,0.375000,0.517549,8,0.009037,0.740963
RAI_a3,act,agent,2050,2100,0.428571,0.534522,7,0.024510,0.832632
RAI_a3,act,agent,2100,2150,0.428571,0.534522,7,0.024510,0.832632
RAI_a3,act,agent,2150,2200,0.428571,0.534522,7,0.024510,0.832632
RAI_a3,act,agent,2200,2250,0.394286,0.456759,7,0.049009,0.739563
RAI_a3,act,agent,2250,2300,0.285714,0.487950,7,0.000000,0.654570
RAI_a3,act,agent,2300,2350,0.333333,0.516398,6,0.000000,0.754970
RAI_a3,act,agent,2350,2400,0.436667,0.498063,6,0.030000,0.843333
RAI_a3,act,agent,2400,2450,0.500000,0.547723,6,0.052786,0.947214
RAI_a3,act,agent,2450,2500,0.500000,0.547723,6,0.052786,0.947214
RAI_a3,act,agent,2500,2550,0.643333,0.501265,6,0.234052,1.000000
RAI_a3,act,agent,2550,2600,0.666667,0.516398,6,0.245030,1.000000
RAI_a3,act,agent,2600,2650,0.666667,0.516398,6,0.245030,1.000000
RAI_a3,act,agent,2650,2700,0.600000,0.547723,5,0.110102,1.000000
RAI_a3,act,agent,2700,2750,0.600000,0.547723,5,0.110102,1.000000
RAI_a3,act,agent,2750,2800,0.600000,0.547723,5,0.110102,1.000000
RAI_a3,act,agent,2800,2850,0.600000,0.547723,5,0.110102,1.000000
RAI_a3,act,agent,2850,2900,0.408000,0.540666,5,0.000000,0.891587
RAI_a3,act,agent,2900,2950,0.500000,0.577350,4,0.000000,1.000000
RAI_a3,act,agent,2950,3000,0.500000,0.577350,4,0.000000,1.000000
RAI_a3,act,agent,3000,3050,0.500000,0.577350,4,0.000000,1.000000
RAI_a3,act,agent,3050,3100,0.500000,0.577350,4,0.000000,1.000000
RAI_a3,act,agent,3100,3150,0.402174,0.491099,4,0.000000,0.893273
RAI_a3,act,agent,3150,3200,0.253333,0.438786,3,0.000000,0.760000
RAI_a3,act,agent,3200,3250,0.000000,0.000000,3,0.000000,0.000000
RAI_a3,act,agent,3250,3300,0.000000,0.000000,3,0.000000,0.000000
RAI_a3,act,agent,3300,3350,0.000000,0.000000,3,0.000000,0.000000
RAI_a3,act,agent,3350,3400,0.000000,0.000000,3,0.000000,0.000000
RAI_a3,act,agent,3400,3450,0.000000,0.000000,3,0.000000,0.000000
RAI_a3,act,agent,3450,3500,0.000000,0.000000,3,0.000000,0.000000
