participant,asc_file,block,trial_index,trial_num,image,rt_ms,n_fixations,pre_fixations,post_fixations,unknown_phase_fixations,agent_fixations,patient_fixations,other_fixations,sentence_type,word_order,fluency,trial_svg
K18,k18_2.asc,5,5,2,break-1-1-r.png,3610,22,13,9,0,12,10,0,direct,AVP,yes,participant_trials/k18_2/b005_t5_break-1-1-r.svg
K18,k18_2.asc,6,6,3,feed-2-1-l.png,5402,27,19,8,0,22,5,0,inverse,AXVP,pause; false start,participant_trials/k18_2/b006_t6_feed-2-1-l.svg
K18,k18_2.asc,7,7,4,eat-1-2-l.png,3875,21,12,9,0,12,9,0,direct,AVPP,false start,participant_trials/k18_2/b007_t7_eat-1-2-l.svg
K18,k18_2.asc,8,8,5,wake-1-1-r.png,,126,0,0,126,96,30,0,-,-,-,participant_trials/k18_2/b008_t8_wake-1-1-r.svg
K18,k18_2.asc,9,9,6,pick-2-2-r.png,2847,18,10,8,0,17,0,1,inverse; direct,AAXAVPVVP,pause; false start; russian,participant_trials/k18_2/b009_t9_pick-2-2-r.svg
K18,k18_2.asc,10,10,7,makelaugh-1-2-l.png,6820,35,27,8,0,16,19,0,intransitive,AVP,pause; false start,participant_trials/k18_2/b010_t10_makelaugh-1-2-l.svg
K18,k18_2.asc,11,11,8,carry-2-1-l.png,19600,77,70,7,0,59,17,1,intransitive,AVP,pause; false start,participant_trials/k18_2/b011_t11_carry-2-1-l.svg
K18,k18_2.asc,12,12,9,teach-2-2-r.png,,114,0,0,114,70,43,1,-,-,-,participant_trials/k18_2/b012_t12_teach-2-2-r.svg
K18,k18_2.asc,13,13,10,open-1-1-r.png,2931,20,11,9,0,13,7,0,direct,VAVP,pause; false start,participant_trials/k18_2/b013_t13_open-1-1-r.svg
K18,k18_2.asc,14,14,11,dress-2-1-l.png,5225,30,21,9,0,19,11,0,inverse,APVP,pause; false start,participant_trials/k18_2/b014_t14_dress-2-1-l.svg
K18,k18_2.asc,15,15,12,throw-1-2-l.png,3197,21,11,10,0,12,8,1,incorporation,AV,yes,participant_trials/k18_2/b015_t15_throw-1-2-l.svg
K18,k18_2.asc,16,16,13,cut_hair-1-1-r.png,4020,24,17,7,0,13,10,1,direct,AVP,pause,participant_trials/k18_2/b016_t16_cut_hair-1-1-r.svg
K18,k18_2.asc,17,17,14,cover-2-2-r.png,1988,16,6,10,0,10,6,0,inverse,VAAP,false start,participant_trials/k18_2/b017_t17_cover-2-2-r.svg
K18,k18_2.asc,18,18,15,wash-1-2-l.png,4313,23,15,8,0,4,19,0,direct,PAVVP,pause; false start,participant_trials/k18_2/b018_t18_wash-1-2-l.svg
K18,k18_2.asc,19,19,16,paint-2-1-l.png,2857,19,11,8,0,16,1,2,direct; inverse,AAVP,false start,participant_trials/k18_2/b019_t19_paint-2-1-l.svg
K18,k18_2.asc,20,20,17,give_water-2-2-r.png,7184,36,27,9,0,24,8,4,inverse,VAVP,pause; false start,participant_trials/k18_2/b020_t20_give_water-2-2-r.svg
K18,k18_2.asc,21,21,18,clean-1-1-r.png,3875,23,15,8,0,15,8,0,direct,AVP,yes,participant_trials/k18_2/b021_t21_clean-1-1-r.svg
K18,k18_2.asc,22,22,19,push-2-1-l.png,10637,52,44,8,0,22,29,1,inverse,AVPV,false start,participant_trials/k18_2/b022_t22_push-2-1-l.svg
K18,k18_2.asc,23,23,20,water-1-2-l.png,3371,21,14,7,0,12,8,1,direct,AVP,pause,participant_trials/k18_2/b023_t23_water-1-2-l.svg
K18,k18_2.asc,24,24,21,pour-1-1-r.png,,243,0,0,243,181,59,3,-,-,-,participant_trials/k18_2/b024_t24_pour-1-1-r.svg
K18,k18_2.asc,25,25,22,plant-2-2-r.png,4745,25,17,8,0,18,7,0,inverse,AVP,pause; false start,participant_trials/k18_2/b025_t25_plant-2-2-r.svg
K18,k18_2.asc,26,26,23,tie-1-2-l.png,2409,19,9,10,0,6,13,0,direct,APV,pause; false start,participant_trials/k18_2/b026_t26_tie-1-2-l.svg
K18,k18_2.asc,27,27,24,boil-2-1-l.png,5000,26,18,8,0,12,14,0,direct; inverse,VAVP,pause; false start,participant_trials/k18_2/b027_t27_boil-2-1-l.svg
K18,k18_2.asc,28,28,25,shoot-2-2-r.png,,77,0,0,77,58,18,1,-,-,-,participant_trials/k18_2/b028_t28_shoot-2-2-r.svg
K18,k18_2.asc,29,29,26,hang-1-1-r.png,4565,25,19,6,0,24,1,0,direct; incorporation,AVV,false start,participant_trials/k18_2/b029_t29_hang-1-1-r.svg
K18,k18_2.asc,30,30,27,treat-2-1-l.png,3834,23,16,7,0,10,13,0,inverse,AV,pause; false start,participant_trials/k18_2/b030_t30_treat-2-1-l.svg
K18,k18_2.asc,31,31,28,pull-1-2-l.png,2930,19,10,9,0,12,7,0,intransitive,AV,false start,participant_trials/k18_2/b031_t31_pull-1-2-l.svg
K18,k18_2.asc,32,32,29,scold-1-1-r.png,5749,33,25,8,0,30,3,0,direct,AVP,false start,participant_trials/k18_2/b032_t32_scold-1-1-r.svg
K18,k18_2.asc,34,34,30,burn-2-2-r.png,5895,32,25,7,0,19,13,0,inverse,AVXP,false start,participant_trials/k18_2/b034_t34_burn-2-2-r.svg
K18,k18_2.asc,36,36,31,hit-1-2-l.png,2348,16,8,8,0,6,9,1,direct,AVP,false start,participant_trials/k18_2/b036_t36_hit-1-2-l.svg
K18,k18_2.asc,37,37,32,saw-2-1-l.png,1601,13,6,7,0,10,3,0,direct,AV,yes,participant_trials/k18_2/b037_t37_saw-2-1-l.svg
K18,k18_2.asc,38,38,1,give_water-1-2-l.png,2800,18,9,9,0,12,6,0,inverse,VPA,false start,participant_trials/k18_2/b038_t38_give_water-1-2-l.svg
K18,k18_2.asc,39,39,2,break-2-1-l.png,,133,0,0,133,48,80,5,-,-,-,participant_trials/k18_2/b039_t39_break-2-1-l.svg
K18,k18_2.asc,40,40,3,push-1-1-r.png,3006,19,9,10,0,13,5,1,direct,VAAVP,false start,participant_trials/k18_2/b040_t40_push-1-1-r.svg
K18,k18_2.asc,41,41,4,eat-2-2-r.png,3517,22,14,8,0,21,1,0,inverse,AVPP,false start,participant_trials/k18_2/b041_t41_eat-2-2-r.svg
K18,k18_2.asc,42,42,5,pour-2-1-l.png,,125,0,0,125,28,97,0,-,-,-,participant_trials/k18_2/b042_t42_pour-2-1-l.svg
K18,k18_2.asc,44,44,6,pick-1-2-l.png,2070,17,8,9,0,10,7,0,direct,AVP,pause; false start,participant_trials/k18_2/b044_t44_pick-1-2-l.svg
K18,k18_2.asc,45,45,7,tie-2-2-r.png,4723,25,17,8,0,18,7,0,inverse,VAPV,yes,participant_trials/k18_2/b045_t45_tie-2-2-r.svg
K18,k18_2.asc,46,46,8,carry-1-1-r.png,11679,53,46,7,0,44,6,3,direct,VVPA,pause; false start,participant_trials/k18_2/b046_t46_carry-1-1-r.svg
K18,k18_2.asc,47,47,9,call-1-2-l.png,7042,35,26,9,0,28,7,0,direct,AVP,false start,participant_trials/k18_2/b047_t47_call-1-2-l.svg
K18,k18_2.asc,48,48,10,clean-2-1-l.png,2361,17,9,8,0,15,2,0,inverse,AVP,false start,participant_trials/k18_2/b048_t48_clean-2-1-l.svg
K18,k18_2.asc,49,49,11,feed-1-1-r.png,2595,18,10,8,0,13,3,2,inverse; direct,AVAVP,pause; false start,participant_trials/k18_2/b049_t49_feed-1-1-r.svg
K18,k18_2.asc,51,51,12,water-2-2-r.png,2800,19,12,7,0,19,0,0,inverse,AVP,false start,participant_trials/k18_2/b051_t51_water-2-2-r.svg
K18,k18_2.asc,52,52,13,wake-2-1-l.png,6194,32,24,8,0,22,9,1,inverse,VAP,yes,participant_trials/k18_2/b052_t52_wake-2-1-l.svg
K18,k18_2.asc,53,53,14,plant-1-2-l.png,4516,26,17,9,0,18,6,2,direct,AVP,false start; russian,participant_trials/k18_2/b053_t53_plant-1-2-l.svg
K18,k18_2.asc,54,54,15,makelaugh-2-2-r.png,,111,0,0,111,47,59,5,-,-,-,participant_trials/k18_2/b054_t54_makelaugh-2-2-r.svg
K18,k18_2.asc,56,56,16,boil-1-1-r.png,5117,26,18,8,0,20,6,0,direct,AVP,pause; false start,participant_trials/k18_2/b056_t56_boil-1-1-r.svg
K18,k18_2.asc,57,57,17,teach-1-2-l.png,,195,0,0,195,56,139,0,-,-,-,participant_trials/k18_2/b057_t57_teach-1-2-l.svg
K18,k18_2.asc,58,58,18,hang-2-1-l.png,5984,31,22,9,0,29,2,0,incorporation; inverse,AVVP,false start,participant_trials/k18_2/b058_t58_hang-2-1-l.svg
K18,k18_2.asc,59,59,19,dress-1-1-r.png,7433,35,26,9,0,23,10,2,direct,AVP,pause; false start,participant_trials/k18_2/b059_t59_dress-1-1-r.svg
K18,k18_2.asc,61,61,21,cut_hair-2-1-l.png,2979,19,12,7,0,16,3,0,inverse,AVP,pause,participant_trials/k18_2/b061_t61_cut_hair-2-1-l.svg
K18,k18_2.asc,62,62,22,burn-1-2-l.png,5102,28,19,9,0,16,12,0,direct,AVP,pause; false start,participant_trials/k18_2/b062_t62_burn-1-2-l.svg
K18,k18_2.asc,63,63,23,wash-2-2-r.png,2775,18,9,9,0,12,6,0,inverse,AVP,false start,participant_trials/k18_2/b063_t63_wash-2-2-r.svg
K18,k18_2.asc,64,64,24,saw-1-1-r.png,4509,25,18,7,0,20,5,0,direct,VA,pause; false start,participant_trials/k18_2/b064_t64_saw-1-1-r.svg
K18,k18_2.asc,65,65,25,shoot-1-2-l.png,,8,0,0,8,4,4,0,-,-,-,participant_trials/k18_2/b065_t65_shoot-1-2-l.svg
K18,k18_2.asc,67,67,26,open-2-1-l.png,3366,22,14,8,0,14,8,0,inverse,VPA,yes,participant_trials/k18_2/b067_t67_open-2-1-l.svg
K18,k18_2.asc,68,68,27,treat-1-1-r.png,2981,19,11,8,0,15,4,0,direct,VPVP,pause,participant_trials/k18_2/b068_t68_treat-1-1-r.svg
K18,k18_2.asc,71,71,28,throw-2-2-r.png,4312,25,15,10,0,23,2,0,incorporation,AV,yes,participant_trials/k18_2/b071_t71_throw-2-2-r.svg
K18,k18_2.asc,72,72,29,scold-2-1-l.png,4679,24,16,8,0,22,2,0,inverse,AVP,yes,participant_trials/k18_2/b072_t72_scold-2-1-l.svg
K18,k18_2.asc,73,73,30,cover-1-2-l.png,3144,19,12,7,0,8,11,0,direct,VAPV,pause,participant_trials/k18_2/b073_t73_cover-1-2-l.svg
K18,k18_2.asc,74,74,31,hit-2-2-r.png,2937,21,12,9,0,17,3,1,intransitive,AVP,pause,participant_trials/k18_2/b074_t74_hit-2-2-r.svg
K18,k18_2.asc,75,75,32,paint-1-1-r.png,2647,19,10,9,0,17,1,1,direct,AVP,pause,participant_trials/k18_2/b075_t75_paint-1-1-r.svg
K19,k19.asc,4,4,1,call-2-2-r.png,5288,26,21,5,0,17,9,0,other,AAAVX,false start,participant_trials/k19/b004_t4_call-2-2-r.svg
K19,k19.asc,7,7,2,break-1-1-r.png,5192,20,14,6,0,7,13,0,direct,APV,yes,participant_trials/k19/b007_t7_break-1-1-r.svg
K19,k19.asc,8,8,3,feed-2-1-l.png,4770,23,16,7,0,14,8,1,inverse,APVX,yes,participant_trials/k19/b008_t8_feed-2-1-l.svg
K19,k19.asc,9,9,4,eat-1-2-l.png,3455,21,11,10,0,4,15,2,direct,AVPPXV,yes,participant_trials/k19/b009_t9_eat-1-2-l.svg
K19,k19.asc,10,10,5,wake-1-1-r.png,3597,13,9,4,0,7,6,0,direct,APV,yes,participant_trials/k19/b010_t10_wake-1-1-r.svg
K19,k19.asc,11,11,6,pick-2-2-r.png,,27,0,0,27,14,8,5,-,-,-,participant_trials/k19/b011_t11_pick-2-2-r.svg
K19,k19.asc,12,12,7,makelaugh-1-2-l.png,4249,19,12,7,0,7,12,0,other,APVAV ,false start,participant_trials/k19/b012_t12_makelaugh-1-2-l.svg
K19,k19.asc,13,13,8,carry-2-1-l.png,1967,13,6,7,0,6,7,0,past; inverse,APXМV,yes,participant_trials/k19/b013_t13_carry-2-1-l.svg
K19,k19.asc,15,15,9,teach-2-2-r.png,,31,0,0,31,18,12,1,-,-,-,participant_trials/k19/b015_t15_teach-2-2-r.svg
K19,k19.asc,16,16,10,open-1-1-r.png,1972,16,8,8,0,8,7,1,direct,APV,yes,participant_trials/k19/b016_t16_open-1-1-r.svg
K19,k19.asc,17,17,11,dress-2-1-l.png,2579,19,11,8,0,12,7,0,inverse,AAXPPV,false start,participant_trials/k19/b017_t17_dress-2-1-l.svg
K19,k19.asc,19,19,12,throw-1-2-l.png,2807,14,9,5,0,5,9,0,incorporation,APV,yes,participant_trials/k19/b019_t19_throw-1-2-l.svg
K19,k19.asc,20,20,13,cut_hair-1-1-r.png,2765,14,9,5,0,6,8,0,direct,APV,yes,participant_trials/k19/b020_t20_cut_hair-1-1-r.svg
K19,k19.asc,21,21,14,cover-2-2-r.png,,48,0,0,48,30,16,2,-,-,-,participant_trials/k19/b021_t21_cover-2-2-r.svg
K19,k19.asc,23,23,15,wash-1-2-l.png,,65,0,0,65,9,41,15,-,-,-,participant_trials/k19/b023_t23_wash-1-2-l.svg
K19,k19.asc,24,24,16,paint-2-1-l.png,1710,13,6,7,0,6,6,1,inverse,APV,yes,participant_trials/k19/b024_t24_paint-2-1-l.svg
K19,k19.asc,25,25,17,give_water-2-2-r.png,,76,0,0,76,57,8,11,-,-,-,participant_trials/k19/b025_t25_give_water-2-2-r.svg
K19,k19.asc,26,26,18,clean-1-1-r.png,1889,14,9,5,0,8,6,0,direct,APPPV,false start,participant_trials/k19/b026_t26_clean-1-1-r.svg
K19,k19.asc,29,29,19,push-2-1-l.png,4115,23,16,7,0,11,11,1,inverse,APV,false start,participant_trials/k19/b029_t29_push-2-1-l.svg
K19,k19.asc,30,30,20,water-1-2-l.png,2403,14,7,7,0,7,7,0,direct,APV,false start,participant_trials/k19/b030_t30_water-1-2-l.svg
K19,k19.asc,31,31,21,pour-1-1-r.png,3659,18,12,6,0,7,11,0,direct,AXPPVP,yes,participant_trials/k19/b031_t31_pour-1-1-r.svg
K19,k19.asc,33,33,22,plant-2-2-r.png,,58,0,0,58,19,39,0,-,-,-,participant_trials/k19/b033_t33_plant-2-2-r.svg
K19,k19.asc,34,34,23,tie-1-2-l.png,4361,22,14,8,0,7,15,0,past,APV,false start,participant_trials/k19/b034_t34_tie-1-2-l.svg
K19,k19.asc,36,36,24,boil-2-1-l.png,3732,17,13,4,0,7,10,0,inverse,APV,yes,participant_trials/k19/b036_t36_boil-2-1-l.svg
K19,k19.asc,39,39,25,shoot-2-2-r.png,3411,20,13,7,0,9,10,1,inverse,APXV,yes,participant_trials/k19/b039_t39_shoot-2-2-r.svg
K19,k19.asc,40,40,26,hang-1-1-r.png,3193,18,12,6,0,8,9,1,other,AXPVXVXPV,pause; false start,participant_trials/k19/b040_t40_hang-1-1-r.svg
K19,k19.asc,41,41,27,treat-2-1-l.png,,79,0,0,79,35,41,3,-,-,-,participant_trials/k19/b041_t41_treat-2-1-l.svg
K19,k19.asc,43,43,28,pull-1-2-l.png,1792,13,6,7,0,3,10,0,direct,AAV,yes,participant_trials/k19/b043_t43_pull-1-2-l.svg
K19,k19.asc,44,44,29,scold-1-1-r.png,3290,16,11,5,0,6,10,0,direct,APVX,yes,participant_trials/k19/b044_t44_scold-1-1-r.svg
K19,k19.asc,45,45,30,burn-2-2-r.png,2360,16,10,6,0,6,8,2,inverse,APPV,yes,participant_trials/k19/b045_t45_burn-2-2-r.svg
K19,k19.asc,46,46,31,hit-1-2-l.png,3059,13,10,3,0,3,8,2,past,APV,yes,participant_trials/k19/b046_t46_hit-1-2-l.svg
K19,k19.asc,49,49,32,saw-2-1-l.png,3992,18,13,5,0,6,12,0,inverse,APV,yes,participant_trials/k19/b049_t49_saw-2-1-l.svg
K19,k19.asc,50,50,1,give_water-1-2-l.png,,48,0,0,48,22,20,6,-,-,-,participant_trials/k19/b050_t50_give_water-1-2-l.svg
K19,k19.asc,51,51,2,break-2-1-l.png,1756,15,5,10,0,7,8,0,-,-,false start,participant_trials/k19/b051_t51_break-2-1-l.svg
K19,k19.asc,52,52,3,push-1-1-r.png,1511,15,5,10,0,3,10,2,direct,APV,yes,participant_trials/k19/b052_t52_push-1-1-r.svg
K19,k19.asc,53,53,4,eat-2-2-r.png,,86,0,0,86,74,8,4,-,-,-,participant_trials/k19/b053_t53_eat-2-2-r.svg
K19,k19.asc,54,54,5,pour-2-1-l.png,2529,15,9,6,0,4,10,1,past,APV,yes,participant_trials/k19/b054_t54_pour-2-1-l.svg
K19,k19.asc,56,56,6,pick-1-2-l.png,1801,12,4,8,0,3,9,0,direct,APVV,pause,participant_trials/k19/b056_t56_pick-1-2-l.svg
K19,k19.asc,57,57,7,tie-2-2-r.png,1512,11,6,5,0,4,6,1,past,APVX,yes,participant_trials/k19/b057_t57_tie-2-2-r.svg
K19,k19.asc,58,58,8,carry-1-1-r.png,2024,10,4,6,0,5,5,0,past,APVX,yes,participant_trials/k19/b058_t58_carry-1-1-r.svg
K19,k19.asc,59,59,9,call-1-2-l.png,3131,14,9,5,0,5,9,0,other,AXVXV,yes,participant_trials/k19/b059_t59_call-1-2-l.svg
K19,k19.asc,60,60,10,clean-2-1-l.png,2566,13,7,6,0,7,6,0,inverse,APV,yes,participant_trials/k19/b060_t60_clean-2-1-l.svg
K19,k19.asc,61,61,11,feed-1-1-r.png,1836,17,8,9,0,12,3,2,direct,APXV,yes,participant_trials/k19/b061_t61_feed-1-1-r.svg
K19,k19.asc,62,62,12,water-2-2-r.png,,21,0,0,21,15,4,2,-,-,-,participant_trials/k19/b062_t62_water-2-2-r.svg
K19,k19.asc,63,63,13,wake-2-1-l.png,5429,23,18,5,0,13,9,1,inverse,AAPV,false start,participant_trials/k19/b063_t63_wake-2-1-l.svg
K19,k19.asc,64,64,14,plant-1-2-l.png,3067,23,15,8,0,8,15,0,past,XVVVX,yes,participant_trials/k19/b064_t64_plant-1-2-l.svg
K19,k19.asc,65,65,15,makelaugh-2-2-r.png,3395,15,10,5,0,11,4,0,past,AVAXV,yes,participant_trials/k19/b065_t65_makelaugh-2-2-r.svg
K19,k19.asc,66,66,16,boil-1-1-r.png,2027,12,6,6,0,5,7,0,direct,APVPV,yes,participant_trials/k19/b066_t66_boil-1-1-r.svg
K19,k19.asc,67,67,17,teach-1-2-l.png,3982,21,13,8,0,9,11,1,-,-,-,participant_trials/k19/b067_t67_teach-1-2-l.svg
K19,k19.asc,68,68,18,hang-2-1-l.png,7357,28,22,6,0,15,11,2,inverse,APV,false start,participant_trials/k19/b068_t68_hang-2-1-l.svg
K19,k19.asc,69,69,19,dress-1-1-r.png,1990,13,6,7,0,8,5,0,direct,APPV,yes,participant_trials/k19/b069_t69_dress-1-1-r.svg
K19,k19.asc,71,71,21,cut_hair-2-1-l.png,1841,15,6,9,0,6,8,1,inverse,APV,yes,participant_trials/k19/b071_t71_cut_hair-2-1-l.svg
K19,k19.asc,74,73,22,burn-1-2-l.png,2970,15,10,5,0,4,11,0,past,APPV,yes,participant_trials/k19/b074_t73_burn-1-2-l.svg
K19,k19.asc,77,75,23,wash-2-2-r.png,2445,16,11,5,0,12,3,1,inverse,APV,pause,participant_trials/k19/b077_t75_wash-2-2-r.svg
K19,k19.asc,78,76,24,saw-1-1-r.png,2185,13,5,8,0,4,9,0,direct,APV,yes,participant_trials/k19/b078_t76_saw-1-1-r.svg
K19,k19.asc,79,77,25,shoot-1-2-l.png,3634,24,16,8,0,9,15,0,direct,APXVX,yes,participant_trials/k19/b079_t77_shoot-1-2-l.svg
K19,k19.asc,80,78,26,open-2-1-l.png,4245,16,13,3,0,9,7,0,inverse,APXV,yes,participant_trials/k19/b080_t78_open-2-1-l.svg
K19,k19.asc,81,79,27,treat-1-1-r.png,2664,13,7,6,0,4,9,0,direct,APV,pause,participant_trials/k19/b081_t79_treat-1-1-r.svg
K19,k19.asc,82,80,28,throw-2-2-r.png,2685,16,9,7,0,10,5,1,incorporation,AV,yes,participant_trials/k19/b082_t80_throw-2-2-r.svg
K19,k19.asc,84,82,29,scold-2-1-l.png,,55,0,0,55,31,20,4,-,-,-,participant_trials/k19/b084_t82_scold-2-1-l.svg
K19,k19.asc,86,83,30,cover-1-2-l.png,4133,21,14,7,0,9,11,1,direct,APVX,russian,participant_trials/k19/b086_t83_cover-1-2-l.svg
K19,k19.asc,87,84,31,hit-2-2-r.png,1877,13,6,7,0,7,6,0,direct,AAPV,false start,participant_trials/k19/b087_t84_hit-2-2-r.svg
K19,k19.asc,88,85,32,paint-1-1-r.png,2579,17,9,8,0,12,4,1,direct,APV,yes,participant_trials/k19/b088_t85_paint-1-1-r.svg
K19,k19_1.asc,4,4,1,call-1-1-r.png,2653,11,6,5,0,7,3,1,intransitive,AV,false start,participant_trials/k19_1/b004_t4_call-1-1-r.svg
K19,k19_1.asc,5,5,2,break-2-2-r.png,2909,13,8,5,0,7,6,0,other,AVPV,yes,participant_trials/k19_1/b005_t5_break-2-2-r.svg
K19,k19_1.asc,6,6,3,feed-1-2-l.png,3893,21,14,7,0,13,5,3,other,APVAVV,yes,participant_trials/k19_1/b006_t6_feed-1-2-l.svg
K19,k19_1.asc,9,9,4,eat-2-1-l.png,4992,21,16,5,0,9,12,0,intransitive,AVV,yes,participant_trials/k19_1/b009_t9_eat-2-1-l.svg
K19,k19_1.asc,10,10,5,wake-2-2-r.png,3832,17,11,6,0,11,5,1,inverse,APV,pause,participant_trials/k19_1/b010_t10_wake-2-2-r.svg
K19,k19_1.asc,11,11,6,pick-1-1-r.png,2687,12,8,4,0,7,5,0,direct,AXPV,yes,participant_trials/k19_1/b011_t11_pick-1-1-r.svg
K19,k19_1.asc,12,12,7,makelaugh-2-1-l.png,3214,16,8,8,0,5,10,1,direct; past,APVV,yes,participant_trials/k19_1/b012_t12_makelaugh-2-1-l.svg
K19,k19_1.asc,13,13,8,carry-1-2-l.png,2185,11,7,4,0,5,5,1,direct,APV,yes,participant_trials/k19_1/b013_t13_carry-1-2-l.svg
K19,k19_1.asc,14,14,9,teach-1-1-r.png,7901,27,22,5,0,26,0,1,direct,AVVP,pause,participant_trials/k19_1/b014_t14_teach-1-1-r.svg
K19,k19_1.asc,16,16,10,open-2-2-r.png,5311,25,18,7,0,10,14,1,inverse,AXPV,yes,participant_trials/k19_1/b016_t16_open-2-2-r.svg
K19,k19_1.asc,17,17,11,dress-1-2-l.png,,84,0,0,84,37,44,3,-,-,-,participant_trials/k19_1/b017_t17_dress-1-2-l.svg
K19,k19_1.asc,18,18,12,throw-2-1-l.png,3056,15,11,4,0,8,6,1,incorporation,AV,yes,participant_trials/k19_1/b018_t18_throw-2-1-l.svg
K19,k19_1.asc,19,19,13,cut_hair-2-2-r.png,3200,17,10,7,0,7,9,1,intransitive; inverse,APXVV,pause,participant_trials/k19_1/b019_t19_cut_hair-2-2-r.svg
K19,k19_1.asc,20,20,14,cover-1-1-r.png,1723,8,5,3,0,5,3,0,direct,APV,yes,participant_trials/k19_1/b020_t20_cover-1-1-r.svg
K19,k19_1.asc,22,22,15,wash-2-1-l.png,4292,19,14,5,0,9,10,0,inverse,APV,yes,participant_trials/k19_1/b022_t22_wash-2-1-l.svg
K19,k19_1.asc,23,23,16,paint-1-2-l.png,2241,16,7,9,0,7,9,0,direct,APVP,pause,participant_trials/k19_1/b023_t23_paint-1-2-l.svg
K19,k19_1.asc,25,25,17,give_water-1-1-r.png,3049,13,8,5,0,13,0,0,direct,APV,false start,participant_trials/k19_1/b025_t25_give_water-1-1-r.svg
K19,k19_1.asc,26,26,18,clean-2-2-r.png,2900,17,10,7,0,15,1,1,inverse,APV,false start,participant_trials/k19_1/b026_t26_clean-2-2-r.svg
K19,k19_1.asc,27,27,19,push-1-2-l.png,3158,9,9,0,0,4,5,0,intransitive,AXVX,russian,participant_trials/k19_1/b027_t27_push-1-2-l.svg
K19,k19_1.asc,28,28,20,water-2-1-l.png,1823,13,7,6,0,8,4,1,inverse,APV,yes,participant_trials/k19_1/b028_t28_water-2-1-l.svg
K19,k19_1.asc,29,29,21,pour-2-2-r.png,,53,0,0,53,47,2,4,-,-,-,participant_trials/k19_1/b029_t29_pour-2-2-r.svg
K19,k19_1.asc,31,31,22,plant-1-1-r.png,1737,15,7,8,0,13,1,1,direct,APV,false start,participant_trials/k19_1/b031_t31_plant-1-1-r.svg
K19,k19_1.asc,32,32,23,tie-2-1-l.png,2284,19,12,7,0,6,12,1,past,APV,yes,participant_trials/k19_1/b032_t32_tie-2-1-l.svg
K19,k19_1.asc,33,33,24,boil-1-2-l.png,3309,7,5,2,0,0,5,2,direct,AXPV,false start,participant_trials/k19_1/b033_t33_boil-1-2-l.svg
K19,k19_1.asc,35,34,25,shoot-1-1-r.png,,44,0,0,44,38,2,4,-,-,-,participant_trials/k19_1/b035_t34_shoot-1-1-r.svg
K19,k19_1.asc,36,35,26,hang-2-2-r.png,,70,0,0,70,58,4,8,-,-,-,participant_trials/k19_1/b036_t35_hang-2-2-r.svg
K19,k19_1.asc,37,36,27,treat-1-2-l.png,4191,23,16,7,0,0,22,1,direct,AAVPX,false start,participant_trials/k19_1/b037_t36_treat-1-2-l.svg
K19,k19_1.asc,39,38,28,pull-2-1-l.png,2755,14,8,6,0,7,7,0,inverse,APV,yes,participant_trials/k19_1/b039_t38_pull-2-1-l.svg
K19,k19_1.asc,40,39,29,scold-2-2-r.png,2559,14,7,7,0,5,9,0,inverse,APV,false start,participant_trials/k19_1/b040_t39_scold-2-2-r.svg
K19,k19_1.asc,41,40,30,burn-1-1-r.png,2077,16,10,6,0,4,12,0,direct,AXPV,false start,participant_trials/k19_1/b041_t40_burn-1-1-r.svg
K19,k19_1.asc,42,41,31,hit-2-1-l.png,,35,0,0,35,9,26,0,-,-,-,participant_trials/k19_1/b042_t41_hit-2-1-l.svg
K19,k19_1.asc,44,43,32,saw-1-2-l.png,1473,9,5,4,0,3,6,0,direct,AVVP,false start,participant_trials/k19_1/b044_t43_saw-1-2-l.svg
K19,k19_1.asc,45,44,1,give_water-2-1-l.png,,41,0,0,41,10,28,3,-,-,-,participant_trials/k19_1/b045_t44_give_water-2-1-l.svg
K19,k19_1.asc,46,45,2,break-1-2-l.png,4248,16,13,3,0,10,6,0,direct; intransitive,APVV,yes,participant_trials/k19_1/b046_t45_break-1-2-l.svg
K19,k19_1.asc,47,46,3,push-2-2-r.png,3860,22,12,10,0,7,14,1,direct; intransitive,APVV,yes,participant_trials/k19_1/b047_t46_push-2-2-r.svg
K19,k19_1.asc,48,47,4,eat-1-1-r.png,3626,13,10,3,0,7,6,0,intransitive,AVPV,yes,participant_trials/k19_1/b048_t47_eat-1-1-r.svg
K19,k19_1.asc,49,48,5,pour-1-2-l.png,3352,19,12,7,0,10,8,1,intransitive,AXVXP,yes,participant_trials/k19_1/b049_t48_pour-1-2-l.svg
K19,k19_1.asc,50,49,6,pick-2-1-l.png,2034,14,7,7,0,9,5,0,inverse,APV,false start,participant_trials/k19_1/b050_t49_pick-2-1-l.svg
K19,k19_1.asc,51,50,7,tie-1-1-r.png,2107,11,7,4,0,6,5,0,past,APVX,yes,participant_trials/k19_1/b051_t50_tie-1-1-r.svg
K19,k19_1.asc,52,51,8,carry-2-2-r.png,3028,15,8,7,0,12,2,1,inverse,AXPVX,false start,participant_trials/k19_1/b052_t51_carry-2-2-r.svg
K19,k19_1.asc,53,52,9,call-2-1-l.png,4272,21,13,8,0,4,14,3,other,APVXV,pause,participant_trials/k19_1/b053_t52_call-2-1-l.svg
K19,k19_1.asc,54,53,10,clean-1-2-l.png,1810,10,5,5,0,5,4,1,direct,APV,yes,participant_trials/k19_1/b054_t53_clean-1-2-l.svg
