type,word_order,split,referent,time_bin_start_ms,mean_prop,sd_prop,n_trial_bins,lower,upper
pass,AV,less_than_mean,agent,1150,0.581277,0.478392,47,0.441715,0.720838
pass,AV,less_than_mean,agent,1200,0.514468,0.499438,47,0.368767,0.660169
pass,AV,less_than_mean,agent,1250,0.531489,0.488934,47,0.388853,0.674126
pass,AV,less_than_mean,agent,1300,0.535745,0.490163,47,0.392749,0.678740
pass,AV,less_than_mean,agent,1350,0.540851,0.491474,47,0.397473,0.684229
pass,AV,less_than_mean,agent,1400,0.530638,0.500258,47,0.384698,0.676579
pass,AV,less_than_mean,agent,1450,0.464681,0.486464,47,0.322765,0.606597
pass,AV,less_than_mean,agent,1500,0.404681,0.487428,47,0.262483,0.546878
pass,AV,less_than_mean,agent,1550,0.376170,0.480211,47,0.236078,0.516262
pass,AV,less_than_mean,agent,1600,0.355319,0.470120,47,0.218171,0.492467
pass,AV,less_than_mean,agent,1650,0.350213,0.453333,47,0.217962,0.482464
pass,AV,less_than_mean,agent,1700,0.359574,0.473112,47,0.221554,0.497595
pass,AV,less_than_mean,agent,1750,0.326383,0.453798,47,0.193997,0.458769
pass,AV,less_than_mean,agent,1800,0.339574,0.469458,47,0.202619,0.476530
pass,AV,less_than_mean,agent,1850,0.340000,0.455956,47,0.206984,0.473016
pass,AV,less_than_mean,agent,1900,0.324255,0.463408,47,0.189065,0.459445
pass,AV,less_than_mean,agent,1950,0.345106,0.453153,47,0.212908,0.477305
pass,AV,less_than_mean,agent,2000,0.402979,0.477311,47,0.263733,0.542225
pass,AV,less_than_mean,agent,2050,0.382128,0.485194,47,0.240582,0.523673
pass,AV,less_than_mean,agent,2100,0.390638,0.472475,47,0.252803,0.528473
pass,AV,less_than_mean,agent,2150,0.391489,0.486187,47,0.249654,0.533325
pass,AV,less_than_mean,agent,2200,0.368085,0.473703,47,0.229892,0.506278
pass,AV,less_than_mean,agent,2250,0.391064,0.481913,47,0.250475,0.531652
pass,AV,less_than_mean,agent,2300,0.422553,0.496678,47,0.277657,0.567449
pass,AV,less_than_mean,agent,2350,0.388511,0.488026,47,0.246139,0.530882
pass,AV,less_than_mean,agent,2400,0.402979,0.487941,47,0.260632,0.545326
pass,AV,less_than_mean,agent,2450,0.399149,0.471592,47,0.261571,0.536727
pass,AV,less_than_mean,agent,2500,0.410213,0.473137,47,0.272185,0.548241
pass,AV,less_than_mean,agent,2550,0.428936,0.494681,47,0.284623,0.573250
pass,AV,less_than_mean,agent,2600,0.372766,0.471970,47,0.235078,0.510454
pass,AV,less_than_mean,agent,2650,0.363830,0.476867,47,0.224713,0.502946
pass,AV,less_than_mean,agent,2700,0.296596,0.449566,47,0.165444,0.427748
pass,AV,less_than_mean,agent,2750,0.300851,0.457155,47,0.167485,0.434217
pass,AV,less_than_mean,agent,2800,0.280426,0.450516,47,0.148996,0.411855
pass,AV,less_than_mean,agent,2850,0.266809,0.421659,47,0.143798,0.389819
pass,AV,less_than_mean,agent,2900,0.334894,0.471933,47,0.197216,0.472571
pass,AV,less_than_mean,agent,2950,0.348936,0.458330,47,0.215228,0.482645
pass,AV,less_than_mean,agent,3000,0.357021,0.461773,47,0.222308,0.491734
pass,AV,less_than_mean,agent,3050,0.328511,0.468109,47,0.191949,0.465072
pass,AV,less_than_mean,agent,3100,0.269787,0.442087,47,0.140817,0.398757
pass,AV,less_than_mean,agent,3150,0.247660,0.423804,47,0.124023,0.371296
pass,AV,less_than_mean,patient,0,0.525532,0.500203,47,0.379608,0.671456
pass,AV,less_than_mean,patient,50,0.493191,0.501481,47,0.346894,0.639488
pass,AV,less_than_mean,patient,100,0.474468,0.500203,47,0.328544,0.620392
pass,AV,less_than_mean,patient,150,0.501277,0.469772,47,0.364230,0.638323
pass,AV,less_than_mean,patient,200,0.492766,0.450399,47,0.361371,0.624161
pass,AV,less_than_mean,patient,250,0.505532,0.489768,47,0.362652,0.648412
pass,AV,less_than_mean,patient,300,0.502553,0.497692,47,0.357361,0.647745
pass,AV,less_than_mean,patient,350,0.497872,0.478989,47,0.358137,0.637608
pass,AV,less_than_mean,patient,400,0.478723,0.474780,47,0.340216,0.617231
pass,AV,less_than_mean,patient,450,0.476170,0.494467,47,0.331919,0.620421
pass,AV,less_than_mean,patient,500,0.457021,0.486156,47,0.315195,0.598847
pass,AV,less_than_mean,patient,550,0.392766,0.471066,47,0.255342,0.530190
pass,AV,less_than_mean,patient,600,0.371489,0.476687,47,0.232426,0.510553
pass,AV,less_than_mean,patient,650,0.291489,0.448510,47,0.160646,0.422333
pass,AV,less_than_mean,patient,700,0.275319,0.450144,47,0.143999,0.406640
pass,AV,less_than_mean,patient,750,0.223404,0.383606,47,0.111495,0.335314
pass,AV,less_than_mean,patient,800,0.171489,0.372926,47,0.062696,0.280283
pass,AV,less_than_mean,patient,850,0.176596,0.379481,47,0.065890,0.287302
pass,AV,less_than_mean,patient,900,0.187234,0.381221,47,0.076021,0.298448
pass,AV,less_than_mean,patient,950,0.155745,0.359079,47,0.050990,0.260499
pass,AV,less_than_mean,patient,1000,0.197021,0.367364,47,0.089850,0.304192
pass,AV,less_than_mean,patient,1050,0.243404,0.418118,47,0.121427,0.365382
pass,AV,less_than_mean,patient,1100,0.255319,0.440755,47,0.126738,0.383900
pass,AV,less_than_mean,patient,1150,0.314894,0.435680,47,0.187793,0.441994
pass,AV,less_than_mean,patient,1200,0.398298,0.472051,47,0.260587,0.536009
pass,AV,less_than_mean,patient,1250,0.428511,0.491400,47,0.285155,0.571867
pass,AV,less_than_mean,patient,1300,0.446383,0.485496,47,0.304749,0.588017
pass,AV,less_than_mean,patient,1350,0.441277,0.489052,47,0.298605,0.583948
pass,AV,less_than_mean,patient,1400,0.443830,0.498583,47,0.298378,0.589281
pass,AV,less_than_mean,patient,1450,0.411915,0.475955,47,0.273065,0.550765
pass,AV,less_than_mean,patient,1500,0.381277,0.481635,47,0.240769,0.521784
pass,AV,less_than_mean,patient,1550,0.371064,0.468426,47,0.234410,0.507718
pass,AV,less_than_mean,patient,1600,0.405957,0.480415,47,0.265806,0.546109
pass,AV,less_than_mean,patient,1650,0.462553,0.471088,47,0.325123,0.599984
pass,AV,less_than_mean,patient,1700,0.466383,0.491689,47,0.322942,0.609823
pass,AV,less_than_mean,patient,1750,0.513617,0.494423,47,0.369379,0.657855
pass,AV,less_than_mean,patient,1800,0.527660,0.483548,47,0.386594,0.668725
pass,AV,less_than_mean,patient,1850,0.494894,0.487219,47,0.352757,0.637030
pass,AV,less_than_mean,patient,1900,0.507660,0.502750,47,0.360992,0.654327
pass,AV,less_than_mean,patient,1950,0.514894,0.482087,47,0.374254,0.655533
pass,AV,less_than_mean,patient,2000,0.492766,0.485931,47,0.351005,0.634527
pass,AV,less_than_mean,patient,2050,0.509362,0.498168,47,0.364031,0.654692
pass,AV,less_than_mean,patient,2100,0.473191,0.478917,47,0.333477,0.612906
pass,AV,less_than_mean,patient,2150,0.414043,0.484704,47,0.272640,0.555445
pass,AV,less_than_mean,patient,2200,0.410638,0.477618,47,0.271303,0.549974
pass,AV,less_than_mean,patient,2250,0.422128,0.485659,47,0.280446,0.563809
pass,AV,less_than_mean,patient,2300,0.411489,0.482020,47,0.270870,0.552109
pass,AV,less_than_mean,patient,2350,0.391915,0.477633,47,0.252575,0.531255
pass,AV,less_than_mean,patient,2400,0.373191,0.475235,47,0.234551,0.511832
pass,AV,less_than_mean,patient,2450,0.391489,0.472951,47,0.253515,0.529463
pass,AV,less_than_mean,patient,2500,0.422553,0.488522,47,0.280037,0.565070
pass,AV,less_than_mean,patient,2550,0.388936,0.488312,47,0.246481,0.531391
pass,AV,less_than_mean,patient,2600,0.422979,0.496929,47,0.278010,0.567948
pass,AV,less_than_mean,patient,2650,0.417872,0.490736,47,0.274710,0.561035
pass,AV,less_than_mean,patient,2700,0.477872,0.495602,47,0.333290,0.622454
pass,AV,less_than_mean,patient,2750,0.453191,0.488160,47,0.310780,0.595602
pass,AV,less_than_mean,patient,2800,0.494468,0.496889,47,0.349511,0.639426
pass,AV,less_than_mean,patient,2850,0.510213,0.482095,47,0.369571,0.650854
pass,AV,less_than_mean,patient,2900,0.452340,0.498250,47,0.306986,0.597695
pass,AV,less_than_mean,patient,2950,0.445532,0.479741,47,0.305577,0.585487
pass,AV,less_than_mean,patient,3000,0.430638,0.481481,47,0.290176,0.571101
pass,AV,less_than_mean,patient,3050,0.431915,0.494433,47,0.287674,0.576156
pass,AV,less_than_mean,patient,3100,0.400426,0.478703,47,0.260774,0.540077
pass,AV,less_than_mean,patient,3150,0.351064,0.473558,47,0.212913,0.489215
pass,AV,more_than_mean,agent,0,0.456774,0.490716,31,0.280504,0.633045
pass,AV,more_than_mean,agent,50,0.441290,0.495256,31,0.263389,0.619191
pass,AV,more_than_mean,agent,100,0.480645,0.504922,31,0.299272,0.662019
pass,AV,more_than_mean,agent,150,0.485806,0.472107,31,0.316221,0.655392
pass,AV,more_than_mean,agent,200,0.593548,0.471943,31,0.424021,0.763075
pass,AV,more_than_mean,agent,250,0.597419,0.470425,31,0.428438,0.766401
pass,AV,more_than_mean,agent,300,0.574194,0.497063,31,0.395643,0.752744
pass,AV,more_than_mean,agent,350,0.496129,0.500464,31,0.316357,0.675901
pass,AV,more_than_mean,agent,400,0.459355,0.497741,31,0.280561,0.638149
pass,AV,more_than_mean,agent,450,0.463871,0.497042,31,0.285328,0.642414
pass,AV,more_than_mean,agent,500,0.523226,0.496228,31,0.344975,0.701476
pass,AV,more_than_mean,agent,550,0.564516,0.484333,31,0.390538,0.738494
pass,AV,more_than_mean,agent,600,0.614839,0.474523,31,0.444385,0.785293
pass,AV,more_than_mean,agent,650,0.587742,0.480962,31,0.414975,0.760509
pass,AV,more_than_mean,agent,700,0.550323,0.486480,31,0.375574,0.725072
pass,AV,more_than_mean,agent,750,0.589677,0.464754,31,0.422733,0.756622
pass,AV,more_than_mean,agent,800,0.570323,0.463893,31,0.403687,0.736958
pass,AV,more_than_mean,agent,850,0.501290,0.485055,31,0.327053,0.675527
pass,AV,more_than_mean,agent,900,0.526452,0.490588,31,0.350227,0.702676
pass,AV,more_than_mean,agent,950,0.572258,0.480962,31,0.399491,0.745025
pass,AV,more_than_mean,agent,1000,0.589677,0.486645,31,0.414869,0.764485
pass,AV,more_than_mean,agent,1050,0.626452,0.474788,31,0.455903,0.797001
pass,AV,more_than_mean,agent,1100,0.648387,0.469177,31,0.479854,0.816921
pass,AV,more_than_mean,agent,1150,0.637419,0.467839,31,0.469367,0.805472
pass,AV,more_than_mean,agent,1200,0.638065,0.482614,31,0.464705,0.811425
pass,AV,more_than_mean,agent,1250,0.621290,0.485934,31,0.446738,0.795843
pass,AV,more_than_mean,agent,1300,0.645161,0.486373,31,0.470451,0.819872
pass,AV,more_than_mean,agent,1350,0.656774,0.473345,31,0.486743,0.826805
pass,AV,more_than_mean,agent,1400,0.630323,0.460576,31,0.464879,0.795766
pass,AV,more_than_mean,agent,1450,0.598710,0.489951,31,0.422714,0.774705
pass,AV,more_than_mean,agent,1500,0.595484,0.481877,31,0.422388,0.768579
pass,AV,more_than_mean,agent,1550,0.580000,0.497380,31,0.401336,0.758664
pass,AV,more_than_mean,agent,1600,0.542581,0.477570,31,0.371032,0.714129
pass,AV,more_than_mean,agent,1650,0.530323,0.496598,31,0.351939,0.708706
pass,AV,more_than_mean,agent,1700,0.570968,0.492283,31,0.394135,0.747801
pass,AV,more_than_mean,agent,1750,0.625806,0.482167,31,0.452607,0.799006
pass,AV,more_than_mean,agent,1800,0.677419,0.475191,31,0.506726,0.848113
pass,AV,more_than_mean,agent,1850,0.677419,0.475191,31,0.506726,0.848113
pass,AV,more_than_mean,agent,1900,0.650323,0.480108,31,0.477863,0.822782
pass,AV,more_than_mean,agent,1950,0.658065,0.473831,31,0.487859,0.828270
pass,AV,more_than_mean,agent,2000,0.665161,0.453577,31,0.502231,0.828091
pass,AV,more_than_mean,agent,2050,0.660000,0.469468,31,0.491362,0.828638
pass,AV,more_than_mean,agent,2100,0.632903,0.475045,31,0.462262,0.803545
pass,AV,more_than_mean,agent,2150,0.616774,0.490635,31,0.440533,0.793015
pass,AV,more_than_mean,agent,2200,0.611613,0.479271,31,0.439454,0.783772
pass,AV,more_than_mean,agent,2250,0.589032,0.493689,31,0.411694,0.766371
pass,AV,more_than_mean,agent,2300,0.588387,0.484748,31,0.414260,0.762514
pass,AV,more_than_mean,agent,2350,0.605806,0.490692,31,0.429545,0.782068
pass,AV,more_than_mean,agent,2400,0.592258,0.491791,31,0.415602,0.768914
pass,AV,more_than_mean,agent,2450,0.613548,0.494325,31,0.435982,0.791115
pass,AV,more_than_mean,agent,2500,0.619355,0.475660,31,0.448493,0.790217
pass,AV,more_than_mean,agent,2550,0.581290,0.492042,31,0.404544,0.758037
pass,AV,more_than_mean,agent,2600,0.587097,0.490294,31,0.410978,0.763215
pass,AV,more_than_mean,agent,2650,0.569032,0.476231,31,0.397965,0.740099
pass,AV,more_than_mean,agent,2700,0.461935,0.499583,31,0.282480,0.641391
pass,AV,more_than_mean,agent,2750,0.451613,0.505879,31,0.269896,0.633330
pass,AV,more_than_mean,agent,2800,0.457419,0.491657,31,0.280811,0.634028
pass,AV,more_than_mean,agent,2850,0.452258,0.486338,31,0.277560,0.626956
pass,AV,more_than_mean,agent,2900,0.411613,0.483316,31,0.238001,0.585225
pass,AV,more_than_mean,agent,2950,0.421290,0.500052,31,0.241666,0.600914
pass,AV,more_than_mean,agent,3000,0.451613,0.494659,31,0.273926,0.629300
pass,AV,more_than_mean,agent,3050,0.419355,0.501610,31,0.239171,0.599539
pass,AV,more_than_mean,agent,3100,0.419355,0.501610,31,0.239171,0.599539
pass,AV,more_than_mean,agent,3150,0.456774,0.481943,31,0.283655,0.629893
pass,AV,more_than_mean,agent,3200,0.534839,0.490387,31,0.358687,0.710991
pass,AV,more_than_mean,agent,3250,0.512258,0.488090,31,0.336931,0.687585
pass,AV,more_than_mean,agent,3300,0.484516,0.507378,31,0.302261,0.666772
pass,AV,more_than_mean,agent,3350,0.488387,0.492119,31,0.311613,0.665161
pass,AV,more_than_mean,agent,3400,0.512903,0.482426,31,0.339611,0.686196
pass,AV,more_than_mean,agent,3450,0.535484,0.492388,31,0.358613,0.712355
pass,AV,more_than_mean,agent,3500,0.514194,0.485172,31,0.339915,0.688472
pass,AV,more_than_mean,agent,3550,0.474194,0.488240,31,0.298812,0.649575
pass,AV,more_than_mean,agent,3600,0.547742,0.477875,31,0.376084,0.719400
pass,AV,more_than_mean,agent,3650,0.580645,0.501610,31,0.400461,0.760829
pass,AV,more_than_mean,agent,3700,0.594839,0.489189,31,0.419117,0.770561
pass,AV,more_than_mean,agent,3750,0.664516,0.471557,31,0.495128,0.833904
pass,AV,more_than_mean,agent,3800,0.703871,0.458182,31,0.539287,0.868455
pass,AV,more_than_mean,agent,3850,0.669677,0.471702,31,0.500237,0.839118
pass,AV,more_than_mean,agent,3900,0.605806,0.479255,31,0.433653,0.777960
pass,AV,more_than_mean,agent,3950,0.615484,0.492035,31,0.438740,0.792228
pass,AV,more_than_mean,agent,4000,0.614839,0.492774,31,0.437829,0.791848
pass,AV,more_than_mean,agent,4050,0.640645,0.483611,31,0.466927,0.814363
pass,AV,more_than_mean,agent,4100,0.634839,0.481967,31,0.461711,0.807966
pass,AV,more_than_mean,agent,4150,0.592903,0.475606,31,0.422060,0.763746
pass,AV,more_than_mean,agent,4200,0.525806,0.500645,31,0.345970,0.705643
pass,AV,more_than_mean,agent,4250,0.500645,0.488658,31,0.325114,0.676176
pass,AV,more_than_mean,agent,4300,0.474194,0.492942,31,0.297124,0.651264
pass,AV,more_than_mean,agent,4350,0.512258,0.488281,31,0.336862,0.687654
pass,AV,more_than_mean,agent,4400,0.469677,0.485410,31,0.295313,0.644042
pass,AV,more_than_mean,agent,4450,0.388387,0.467098,31,0.220601,0.556174
pass,AV,more_than_mean,agent,4500,0.395484,0.481988,31,0.222349,0.568619
pass,AV,more_than_mean,agent,4550,0.413548,0.480177,31,0.241064,0.586033
pass,AV,more_than_mean,agent,4600,0.456129,0.491051,31,0.279738,0.632520
pass,AV,more_than_mean,agent,4650,0.512258,0.504425,31,0.331063,0.693453
pass,AV,more_than_mean,agent,4700,0.498065,0.492026,31,0.321324,0.674805
pass,AV,more_than_mean,patient,0,0.382581,0.479798,31,0.210232,0.554929
pass,AV,more_than_mean,patient,50,0.398710,0.487112,31,0.223734,0.573686
pass,AV,more_than_mean,patient,100,0.401290,0.489951,31,0.225295,0.577286
pass,AV,more_than_mean,patient,150,0.417419,0.470312,31,0.248478,0.586360
pass,AV,more_than_mean,patient,200,0.378710,0.469665,31,0.210001,0.547418
pass,AV,more_than_mean,patient,250,0.402581,0.470425,31,0.233599,0.571562
pass,AV,more_than_mean,patient,300,0.425806,0.497063,31,0.247256,0.604357
pass,AV,more_than_mean,patient,350,0.503871,0.500464,31,0.324099,0.683643
pass,AV,more_than_mean,patient,400,0.540645,0.497741,31,0.361851,0.719439
pass,AV,more_than_mean,patient,450,0.478710,0.491499,31,0.302158,0.655261
pass,AV,more_than_mean,patient,500,0.412258,0.488717,31,0.236706,0.587811
pass,AV,more_than_mean,patient,550,0.375484,0.470396,31,0.206513,0.544455
pass,AV,more_than_mean,patient,600,0.347742,0.468321,31,0.179516,0.515968
pass,AV,more_than_mean,patient,650,0.369677,0.478522,31,0.197787,0.541568
pass,AV,more_than_mean,patient,700,0.417419,0.481906,31,0.244314,0.590525
pass,AV,more_than_mean,patient,750,0.378065,0.457103,31,0.213868,0.542261
pass,AV,more_than_mean,patient,800,0.365161,0.466647,31,0.197537,0.532786
pass,AV,more_than_mean,patient,850,0.366452,0.467087,31,0.198669,0.534234
pass,AV,more_than_mean,patient,900,0.283226,0.436626,31,0.126385,0.440067
pass,AV,more_than_mean,patient,950,0.276774,0.440064,31,0.118699,0.434850
pass,AV,more_than_mean,patient,1000,0.266452,0.422292,31,0.114760,0.418143
pass,AV,more_than_mean,patient,1050,0.244516,0.420974,31,0.093298,0.395734
pass,AV,more_than_mean,patient,1100,0.222581,0.404170,31,0.077399,0.367763
pass,AV,more_than_mean,patient,1150,0.296774,0.444525,31,0.137096,0.456452
pass,AV,more_than_mean,patient,1200,0.329677,0.471844,31,0.160186,0.499169
pass,AV,more_than_mean,patient,1250,0.346452,0.476414,31,0.175319,0.517585
pass,AV,more_than_mean,patient,1300,0.316774,0.467678,31,0.148779,0.484769
pass,AV,more_than_mean,patient,1350,0.310323,0.460025,31,0.145077,0.475569
pass,AV,more_than_mean,patient,1400,0.298065,0.447075,31,0.137470,0.458659
pass,AV,more_than_mean,patient,1450,0.304516,0.458947,31,0.139658,0.469375
pass,AV,more_than_mean,patient,1500,0.321935,0.465914,31,0.154574,0.489297
pass,AV,more_than_mean,patient,1550,0.352903,0.483833,31,0.179105,0.526701
pass,AV,more_than_mean,patient,1600,0.376774,0.465391,31,0.209601,0.543948
pass,AV,more_than_mean,patient,1650,0.376774,0.485169,31,0.202496,0.551052
pass,AV,more_than_mean,patient,1700,0.396129,0.486879,31,0.221237,0.571021
pass,AV,more_than_mean,patient,1750,0.341935,0.472253,31,0.172297,0.511574
pass,AV,more_than_mean,patient,1800,0.290323,0.461414,31,0.124578,0.456068
pass,AV,more_than_mean,patient,1850,0.290323,0.461414,31,0.124578,0.456068
pass,AV,more_than_mean,patient,1900,0.301290,0.452458,31,0.138763,0.463818
pass,AV,more_than_mean,patient,1950,0.273548,0.440254,31,0.115404,0.431692
pass,AV,more_than_mean,patient,2000,0.240000,0.402724,31,0.095337,0.384663
pass,AV,more_than_mean,patient,2050,0.248387,0.431177,31,0.093504,0.403271
pass,AV,more_than_mean,patient,2100,0.241935,0.422638,31,0.090119,0.393751
pass,AV,more_than_mean,patient,2150,0.258065,0.444803,31,0.098287,0.417842
pass,AV,more_than_mean,patient,2200,0.320645,0.454151,31,0.157509,0.483781
pass,AV,more_than_mean,patient,2250,0.346452,0.477029,31,0.175098,0.517806
pass,AV,more_than_mean,patient,2300,0.333548,0.470557,31,0.164519,0.502577
pass,AV,more_than_mean,patient,2350,0.329032,0.472012,31,0.159480,0.498584
pass,AV,more_than_mean,patient,2400,0.330323,0.461414,31,0.164578,0.496068
pass,AV,more_than_mean,patient,2450,0.321935,0.474253,31,0.151579,0.492292
pass,AV,more_than_mean,patient,2500,0.303226,0.455371,31,0.139652,0.466800
pass,AV,more_than_mean,patient,2550,0.354194,0.476409,31,0.183063,0.525325
pass,AV,more_than_mean,patient,2600,0.348387,0.473787,31,0.178198,0.518576
pass,AV,more_than_mean,patient,2650,0.347742,0.464634,31,0.180840,0.514643
pass,AV,more_than_mean,patient,2700,0.441290,0.497512,31,0.262579,0.620002
pass,AV,more_than_mean,patient,2750,0.472258,0.499858,31,0.292704,0.651812
pass,AV,more_than_mean,patient,2800,0.490968,0.501513,31,0.310819,0.671117
pass,AV,more_than_mean,patient,2850,0.501935,0.496987,31,0.323412,0.680459
pass,AV,more_than_mean,patient,2900,0.556129,0.488274,31,0.380736,0.731522
pass,AV,more_than_mean,patient,2950,0.540000,0.499466,31,0.360586,0.719414
pass,AV,more_than_mean,patient,3000,0.479355,0.500679,31,0.299506,0.659204
pass,AV,more_than_mean,patient,3050,0.483871,0.508001,31,0.301392,0.666350
pass,AV,more_than_mean,patient,3100,0.483871,0.508001,31,0.301392,0.666350
pass,AV,more_than_mean,patient,3150,0.454839,0.488371,31,0.279411,0.630267
pass,AV,more_than_mean,patient,3200,0.392903,0.485758,31,0.218414,0.567393
pass,AV,more_than_mean,patient,3250,0.376774,0.480530,31,0.204163,0.549386
pass,AV,more_than_mean,patient,3300,0.366452,0.481037,31,0.193658,0.539245
pass,AV,more_than_mean,patient,3350,0.312903,0.456612,31,0.148883,0.476923
pass,AV,more_than_mean,patient,3400,0.292258,0.436949,31,0.135301,0.449215
pass,AV,more_than_mean,patient,3450,0.305806,0.455227,31,0.142284,0.469329
pass,AV,more_than_mean,patient,3500,0.339355,0.469197,31,0.170814,0.507896
pass,AV,more_than_mean,patient,3550,0.343226,0.472584,31,0.173469,0.512983
pass,AV,more_than_mean,patient,3600,0.285806,0.422885,31,0.133902,0.437711
pass,AV,more_than_mean,patient,3650,0.272258,0.443311,31,0.113016,0.431500
pass,AV,more_than_mean,patient,3700,0.276129,0.443634,31,0.116771,0.435487
pass,AV,more_than_mean,patient,3750,0.233548,0.422954,31,0.081619,0.385478
pass,AV,more_than_mean,patient,3800,0.224516,0.417060,31,0.074704,0.374328
pass,AV,more_than_mean,patient,3850,0.225806,0.425024,31,0.073133,0.378479
pass,AV,more_than_mean,patient,3900,0.241290,0.422498,31,0.089524,0.393056
pass,AV,more_than_mean,patient,3950,0.226452,0.418995,31,0.075944,0.376959
pass,AV,more_than_mean,patient,4000,0.279355,0.446572,31,0.118942,0.439768
pass,AV,more_than_mean,patient,4050,0.288387,0.450238,31,0.126657,0.450117
pass,AV,more_than_mean,patient,4100,0.280000,0.447571,31,0.119228,0.440772
pass,AV,more_than_mean,patient,4150,0.249032,0.411626,31,0.101172,0.396893
pass,AV,more_than_mean,patient,4200,0.280645,0.449013,31,0.119355,0.441935
pass,AV,more_than_mean,patient,4250,0.287742,0.447711,31,0.126920,0.448564
pass,AV,more_than_mean,patient,4300,0.330968,0.462712,31,0.164757,0.497179
pass,AV,more_than_mean,patient,4350,0.272258,0.440414,31,0.114057,0.430460
pass,AV,more_than_mean,patient,4400,0.293548,0.449189,31,0.132195,0.454902
pass,AV,more_than_mean,patient,4450,0.300000,0.455456,31,0.136395,0.463605
pass,AV,more_than_mean,patient,4500,0.307742,0.453569,31,0.144815,0.470669
pass,AV,more_than_mean,patient,4550,0.370323,0.481633,31,0.197315,0.543330
pass,AV,more_than_mean,patient,4600,0.374839,0.469949,31,0.206028,0.543650
pass,AV,more_than_mean,patient,4650,0.326452,0.472734,31,0.156641,0.496263
pass,AV,more_than_mean,patient,4700,0.363871,0.460968,31,0.198286,0.529455
pass,PAV,less_than_mean,agent,0,0.524516,0.491954,31,0.347801,0.701231
pass,PAV,less_than_mean,agent,50,0.565806,0.493942,31,0.388377,0.743236
pass,PAV,less_than_mean,agent,100,0.579355,0.500546,31,0.399553,0.759156
pass,PAV,less_than_mean,agent,150,0.577419,0.480159,31,0.404941,0.749898
pass,PAV,less_than_mean,agent,200,0.443226,0.449417,31,0.281790,0.604661
pass,PAV,less_than_mean,agent,250,0.345806,0.448529,31,0.184690,0.506923
pass,PAV,less_than_mean,agent,300,0.374194,0.476381,31,0.203073,0.545315
pass,PAV,less_than_mean,agent,350,0.420645,0.479068,31,0.248559,0.592731
pass,PAV,less_than_mean,agent,400,0.401290,0.486263,31,0.226620,0.575961
pass,PAV,less_than_mean,agent,450,0.420645,0.482175,31,0.247443,0.593848
pass,PAV,less_than_mean,agent,500,0.463226,0.499255,31,0.283888,0.642564
pass,PAV,less_than_mean,agent,550,0.498065,0.482227,31,0.324843,0.671286
pass,PAV,less_than_mean,agent,600,0.441935,0.497845,31,0.263104,0.620767
pass,PAV,less_than_mean,agent,650,0.430323,0.495819,31,0.252219,0.608426
pass,PAV,less_than_mean,agent,700,0.569032,0.467556,31,0.401081,0.736983
pass,PAV,less_than_mean,agent,750,0.619355,0.469425,31,0.450733,0.787977
pass,PAV,less_than_mean,agent,800,0.654194,0.476493,31,0.483032,0.825355
pass,PAV,less_than_mean,agent,850,0.696774,0.458609,31,0.532037,0.861512
pass,PAV,less_than_mean,agent,900,0.725806,0.442815,31,0.566743,0.884870
pass,PAV,less_than_mean,agent,950,0.716129,0.452472,31,0.553596,0.878662
pass,PAV,less_than_mean,agent,1000,0.700645,0.437096,31,0.543636,0.857655
pass,PAV,less_than_mean,agent,1050,0.616774,0.477608,31,0.445212,0.788336
pass,PAV,less_than_mean,agent,1100,0.588387,0.493147,31,0.411243,0.765531
pass,PAV,less_than_mean,agent,1150,0.578710,0.500052,31,0.399086,0.758334
pass,PAV,less_than_mean,agent,1200,0.541290,0.488806,31,0.365706,0.716875
pass,PAV,less_than_mean,agent,1250,0.501935,0.474590,31,0.331458,0.672413
pass,PAV,less_than_mean,agent,1300,0.441935,0.489962,31,0.265936,0.617935
pass,PAV,less_than_mean,agent,1350,0.339355,0.469197,31,0.170814,0.507896
pass,PAV,less_than_mean,agent,1400,0.310323,0.460981,31,0.144733,0.475912
pass,PAV,less_than_mean,agent,1450,0.305161,0.459158,31,0.140227,0.470096
pass,PAV,less_than_mean,agent,1500,0.265161,0.442296,31,0.106284,0.424039
pass,PAV,less_than_mean,agent,1550,0.258065,0.444803,31,0.098287,0.417842
pass,PAV,less_than_mean,agent,1600,0.257419,0.443704,31,0.098036,0.416802
pass,PAV,less_than_mean,agent,1650,0.235484,0.413560,31,0.086929,0.384039
pass,PAV,less_than_mean,agent,1700,0.267097,0.401980,31,0.122701,0.411492
pass,PAV,less_than_mean,agent,1750,0.298710,0.448611,31,0.137564,0.459855
pass,PAV,less_than_mean,agent,1800,0.351613,0.469120,31,0.183100,0.520126
pass,PAV,less_than_mean,agent,1850,0.428387,0.487956,31,0.253108,0.603666
pass,PAV,less_than_mean,agent,1900,0.440645,0.497205,31,0.262044,0.619247
pass,PAV,less_than_mean,agent,1950,0.391613,0.470256,31,0.222692,0.560534
pass,PAV,less_than_mean,agent,2000,0.359355,0.455265,31,0.195819,0.522891
pass,PAV,less_than_mean,agent,2050,0.365806,0.474333,31,0.195421,0.536192
pass,PAV,less_than_mean,agent,2100,0.387097,0.478039,31,0.215380,0.558813
pass,PAV,less_than_mean,agent,2150,0.419355,0.480430,31,0.246779,0.591930
pass,PAV,less_than_mean,agent,2200,0.400645,0.489911,31,0.224664,0.576626
pass,PAV,less_than_mean,agent,2250,0.367097,0.481402,31,0.194172,0.540022
