participant,image,sentence_type,condition_key,condition,agent_num,patient_num,patient_animacy,rt,matched_accuracy,matched_by,vf_acc,vn_acc,pn_acc,is_error_form,error_fields,excluded_from_graphs
К25,wake-1-2-l.png,direct,animate,animate patient,1,2,animate,2400.000000,yes,participant_image,1,1,1,no,,no
К25,plant-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,1740.000000,yes,participant_image,1,1,1,no,,no
К25,makelaugh-1-1-r.png,direct,animate,animate patient,1,1,animate,2052.000000,yes,participant_image,1,1,1,no,,no
К25,dress-2-2-r.png,inverse,animate,animate patient,2,2,animate,1555.000000,yes,participant_image,1,1,1,no,,no
К25,pull-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,1518.000000,yes,participant_image,1,1,1,no,,no
К25,cut_hair-1-2-l.png,direct,animate,animate patient,1,2,animate,1582.000000,yes,participant_image,1,1,1,no,,no
К25,burn-2-1-l.png,direct,inanimate,inanimate patient,2,1,inanimate,1907.000000,yes,participant_image,0,1,1,yes,vf_acc,yes
К25,wash-1-1-r.png,direct,animate,animate patient,2,1,animate,1566.000000,yes,participant_image,1,1,1,no,,no
К25,open-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,1650.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К25,scold-1-2-l.png,direct,animate,animate patient,2,1,animate,1492.000000,yes,participant_image,1,1,1,no,,no
К25,hit-1-1-r.png,direct,animate,animate patient,1,1,animate,1909.000000,yes,participant_image,1,1,1,no,,no
К25,paint-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,1531.000000,yes,participant_image,1,1,1,no,,no
К25,break-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,1390.000000,yes,participant_image,1,1,1,no,,no
К25,feed-2-1-l.png,inverse,animate,animate patient,2,1,animate,1391.000000,yes,participant_image,1,1,1,no,,no
К25,wake-1-1-r.png,direct,animate,animate patient,1,1,animate,1471.000000,yes,participant_image,1,1,1,no,,no
К25,pick-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,1423.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К25,makelaugh-1-2-l.png,direct,animate,animate patient,1,2,animate,1965.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К25,carry-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,1751.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К25,teach-2-2-r.png,inverse,animate,animate patient,2,2,animate,1788.000000,yes,participant_image,1,1,1,no,,no
К25,open-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,1269.000000,yes,participant_image,1,1,1,no,,no
К25,dress-2-1-l.png,inverse,animate,animate patient,2,1,animate,1397.000000,yes,participant_image,1,1,1,no,,no
К25,cut_hair-1-1-r.png,direct,animate,animate patient,1,1,animate,1217.000000,yes,participant_image,1,1,1,no,,no
К25,wash-1-2-l.png,direct,animate,animate patient,1,2,animate,1721.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К25,paint-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,1292.000000,yes,participant_image,1,1,1,no,,no
К25,clean-1-1-r.png,direct,inanimate,inanimate patient,2,2,inanimate,1308.000000,yes,participant_image,1,1,1,no,,no
К25,water-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,1572.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К25,pour-1-1-r.png,direct,animate,animate patient,1,1,animate,1426.000000,yes,participant_image,1,1,1,no,,no
К25,plant-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,1422.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К25,hang-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,1498.000000,yes,participant_image,1,1,1,no,,no
К25,pull-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,1385.000000,yes,participant_image,1,1,1,no,,no
К25,scold-1-1-r.png,direct,animate,animate patient,1,1,animate,1486.000000,yes,participant_image,1,1,1,no,,no
К25,burn-2-2-r.png,direct,inanimate,inanimate patient,2,2,inanimate,1521.000000,yes,participant_image,0,0,0,yes,vf_acc+vn_acc+pn_acc,yes
К25,give_water-1-2-l.png,direct,animate,animate patient,1,2,animate,2382.000000,yes,participant_image,1,1,1,no,,no
К25,break-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,1296.000000,yes,participant_image,1,1,1,no,,no
К25,pour-2-1-l.png,inverse,animate,animate patient,2,1,animate,1973.000000,yes,participant_image,1,1,1,no,,no
К25,carry-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,1375.000000,yes,participant_image,1,1,1,no,,no
К25,call-1-2-l.png,direct,animate,animate patient,1,2,animate,1451.000000,yes,participant_image,1,1,1,no,,no
К25,feed-1-1-r.png,direct,animate,animate patient,1,1,animate,1738.000000,yes,participant_image,1,1,1,no,,no
К25,water-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,1333.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К25,wake-2-1-l.png,inverse,animate,animate patient,2,1,animate,1417.000000,yes,participant_image,1,1,1,no,,no
К25,plant-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,1346.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К25,makelaugh-2-2-r.png,inverse,animate,animate patient,2,2,animate,1818.000000,yes,participant_image,1,1,1,no,,no
К25,teach-1-2-l.png,direct,animate,animate patient,1,2,animate,1835.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К25,hang-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,1368.000000,yes,participant_image,1,1,1,no,,no
К25,dress-1-1-r.png,direct,animate,animate patient,1,1,animate,1374.000000,yes,participant_image,1,1,1,no,,no
К25,pull-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,1169.000000,yes,participant_image,1,1,1,no,,no
К25,cut_hair-2-1-l.png,inverse,animate,animate patient,2,1,animate,1265.000000,yes,participant_image,1,1,1,no,,no
К25,burn-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,1578.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К25,wash-2-2-r.png,inverse,animate,animate patient,2,2,animate,1282.000000,yes,participant_image,1,1,1,no,,no
К25,open-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,1341.000000,yes,participant_image,1,1,1,no,,no
К25,scold-2-1-l.png,inverse,animate,animate patient,2,1,animate,1329.000000,yes,participant_image,1,1,1,no,,no
К25,cover-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,1307.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К25,paint-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,1238.000000,yes,participant_image,1,1,1,no,,no
К24,call-1-1-r.png,direct,animate,animate patient,1,1,animate,3201.000000,yes,participant_image,1,1,1,no,,no
К24,throw-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,4207.000000,yes,participant_image,1,1,1,no,,no
К24,cover-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,5650.000000,yes,participant_image,1,1,1,no,,no
К24,paint-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,5505.000000,yes,participant_image,1,1,1,no,,no
К24,push-1-2-l.png,direct,animate,animate patient,1,2,animate,5068.000000,yes,participant_image,1,1,1,no,,no
К24,water-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,4602.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К24,burn-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,5090.000000,yes,participant_image,1,1,1,no,,no
К24,saw-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,5844.000000,yes,participant_image,1,1,1,no,,no
К24,break-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,2567.000000,yes,participant_image,1,1,NA,no,,no
К24,pour-1-2-l.png,direct,animate,animate patient,1,2,animate,4117.000000,yes,participant_image,1,1,1,no,,no
К24,tie-1-1-r.png,direct,animate,animate patient,1,1,animate,3034.000000,yes,participant_image,1,1,1,no,,no
К24,call-2-1-l.png,inverse,animate,animate patient,2,1,animate,4691.000000,yes,participant_image,1,1,1,no,,no
К24,clean-1-2-l.png,direct,inanimate,inanimate patient,2,2,inanimate,2814.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К24,water-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,3841.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К24,wake-1-2-l.png,direct,animate,animate patient,1,2,animate,3142.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К24,cut_hair-1-2-l.png,direct,animate,animate patient,1,2,animate,5367.000000,yes,participant_image,1,1,1,no,,no
К24,burn-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,4635.000000,yes,participant_image,1,1,1,no,,no
К24,break-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,3940.000000,yes,participant_image,1,1,NA,no,,no
К24,wake-1-1-r.png,direct,animate,animate patient,1,1,animate,2548.000000,yes,participant_image,1,1,1,no,,no
К24,open-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,2892.000000,yes,participant_image,1,1,1,no,,no
К24,tie-1-2-l.png,direct,animate,animate patient,1,2,animate,2761.000000,yes,participant_image,1,1,1,no,,no
К24,scold-1-1-r.png,direct,animate,animate patient,1,1,animate,5455.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К24,pour-2-1-l.png,inverse,animate,animate patient,2,1,animate,5411.000000,yes,participant_image,1,1,1,no,,no
К24,tie-2-2-r.png,inverse,animate,animate patient,2,2,animate,3675.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К24,feed-1-1-r.png,direct,animate,animate patient,1,1,animate,3284.000000,yes,participant_image,1,1,1,no,,no
К24,treat-1-1-r.png,direct,animate,animate patient,1,1,animate,5866.000000,yes,participant_image,1,1,1,no,,no
К07,wake-2-2-r.png,inverse,animate,animate patient,2,2,animate,5867.000000,yes,participant_image,1,1,1,no,,no
К07,pick-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,2461.000000,yes,participant_image,1,1,1,no,,no
К07,pour-1-2-l.png,direct,animate,animate patient,1,2,animate,4022.000000,yes,participant_image,1,1,1,no,,no
К07,clean-1-2-l.png,direct,inanimate,inanimate patient,2,2,inanimate,5810.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К07,call-2-2-r.png,direct,animate,animate patient,2,2,animate,2773.000000,yes,participant_image,0,0,0,yes,vf_acc+vn_acc+pn_acc,yes
К07,wake-1-1-r.png,direct,animate,animate patient,1,1,animate,3062.000000,yes,participant_image,1,1,1,no,,no
К07,carry-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,3670.000000,yes,participant_image,1,1,1,no,,no
К07,wash-1-2-l.png,direct,animate,animate patient,1,2,animate,2918.000000,yes,participant_image,1,1,1,no,,no
К07,paint-2-1-l.png,direct,inanimate,inanimate patient,2,1,inanimate,4053.000000,yes,participant_image,0,1,1,yes,vf_acc,yes
К07,give_water-2-2-r.png,inverse,animate,animate patient,2,2,animate,3572.000000,yes,participant_image,1,0,NA,yes,vn_acc,yes
К07,clean-1-1-r.png,direct,inanimate,inanimate patient,2,2,inanimate,2619.000000,yes,participant_image,1,1,1,no,,no
К07,shoot-2-2-r.png,inverse,animate,animate patient,2,2,animate,2910.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К07,saw-2-1-l.png,direct,inanimate,inanimate patient,2,1,inanimate,3799.000000,yes,participant_image,1,1,1,no,,no
К07,carry-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,1912.000000,yes,participant_image,1,1,1,no,,no
К07,call-1-2-l.png,direct,animate,animate patient,1,2,animate,2040.000000,yes,participant_image,1,1,1,no,,no
К07,clean-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,2953.000000,yes,participant_image,1,1,1,no,,no
К07,feed-1-1-r.png,direct,animate,animate patient,1,1,animate,3296.000000,yes,participant_image,1,1,1,no,,no
К07,saw-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,1745.000000,yes,participant_image,1,1,1,no,,no
К07,open-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,3877.000000,yes,participant_image,1,1,NA,no,,no
К07,paint-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,2566.000000,yes,participant_image,1,1,1,no,,no
К13,break-2-2-r.png,direct,inanimate,inanimate patient,2,2,inanimate,3724.000000,no,,,,,no,,no
К13,feed-1-2-l.png,direct,animate,animate patient,1,2,animate,4045.000000,no,,,,,no,,no
К13,throw-2-1-l.png,direct,inanimate,inanimate patient,2,1,inanimate,4592.000000,no,,,,,no,,no
К13,wash-2-1-l.png,inverse,animate,animate patient,2,1,animate,4715.000000,no,,,,,no,,no
К13,paint-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,4165.000000,no,,,,,no,,no
К13,give_water-1-1-r.png,direct,animate,animate patient,1,1,animate,3870.000000,no,,,,,no,,no
К13,boil-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,3942.000000,no,,,,,no,,no
К13,treat-1-2-l.png,direct,animate,animate patient,1,2,animate,4058.000000,no,,,,,no,,no
К13,burn-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,4448.000000,no,,,,,no,,no
К13,eat-1-1-r.png,direct,inanimate,inanimate patient,2,1,inanimate,4318.000000,no,,,,,no,,no
К13,pick-2-1-l.png,direct,inanimate,inanimate patient,2,1,inanimate,3405.000000,no,,,,,no,,no
К13,boil-2-2-r.png,direct,inanimate,inanimate patient,2,2,inanimate,3835.000000,no,,,,,no,,no
К13,hang-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,4590.000000,no,,,,,no,,no
К13,burn-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,4670.000000,no,,,,,no,,no
К13,wash-1-1-r.png,direct,animate,animate patient,2,1,animate,5393.000000,no,,,,,no,,no
К13,open-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,5981.000000,no,,,,,no,,no
К13,cover-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,4819.000000,no,,,,,no,,no
К13,paint-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,4195.000000,no,,,,,no,,no
К13,call-2-2-r.png,inverse,animate,animate patient,2,2,animate,4950.000000,no,,,,,no,,no
К13,break-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,3747.000000,no,,,,,no,,no
К13,feed-2-1-l.png,inverse,animate,animate patient,2,1,animate,3505.000000,no,,,,,no,,no
К13,wake-1-1-r.png,direct,animate,animate patient,1,1,animate,4572.000000,no,,,,,no,,no
К13,pick-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,3649.000000,no,,,,,no,,no
К13,carry-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,4013.000000,no,,,,,no,,no
К13,throw-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,3482.000000,no,,,,,no,,no
К13,cover-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,3733.000000,no,,,,,no,,no
К13,wash-1-2-l.png,direct,animate,animate patient,1,2,animate,4234.000000,no,,,,,no,,no
К13,paint-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,2552.000000,no,,,,,no,,no
К13,give_water-2-2-r.png,inverse,animate,animate patient,2,2,animate,3794.000000,no,,,,,no,,no
К13,clean-1-1-r.png,direct,inanimate,inanimate patient,2,2,inanimate,5695.000000,no,,,,,no,,no
К13,push-2-1-l.png,direct,animate,animate patient,2,1,animate,2560.000000,no,,,,,no,,no
К13,boil-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,2717.000000,no,,,,,no,,no
К13,hang-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,2807.000000,no,,,,,no,,no
К13,treat-2-1-l.png,inverse,animate,animate patient,2,1,animate,4732.000000,no,,,,,no,,no
К13,pull-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,3352.000000,no,,,,,no,,no
К13,burn-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,3710.000000,no,,,,,no,,no
К13,saw-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,3742.000000,no,,,,,no,,no
К13,give_water-1-2-l.png,direct,animate,animate patient,1,2,animate,4150.000000,no,,,,,no,,no
К13,push-1-1-r.png,direct,animate,animate patient,1,1,animate,1989.000000,no,,,,,no,,no
К13,pick-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,5272.000000,no,,,,,no,,no
К13,carry-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,1881.000000,no,,,,,no,,no
К13,call-1-2-l.png,direct,animate,animate patient,1,2,animate,2739.000000,no,,,,,no,,no
К13,clean-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,3809.000000,no,,,,,no,,no
К13,makelaugh-2-2-r.png,inverse,animate,animate patient,2,2,animate,4089.000000,no,,,,,no,,no
К13,boil-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,2195.000000,no,,,,,no,,no
К13,teach-1-2-l.png,direct,animate,animate patient,1,2,animate,2633.000000,no,,,,,no,,no
К13,hang-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,3723.000000,no,,,,,no,,no
К13,pull-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,2089.000000,no,,,,,no,,no
К13,burn-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,1758.000000,no,,,,,no,,no
К13,open-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,4243.000000,no,,,,,no,,no
К13,treat-1-1-r.png,direct,animate,animate patient,1,1,animate,4971.000000,no,,,,,no,,no
К13,scold-2-1-l.png,inverse,animate,animate patient,2,1,animate,4347.000000,no,,,,,no,,no
К13,cover-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,3450.000000,no,,,,,no,,no
К13,paint-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,4834.000000,no,,,,,no,,no
К15,call-1-1-r.png,direct,animate,animate patient,1,1,animate,2249.000000,no,,,,,no,,no
К15,break-2-2-r.png,direct,inanimate,inanimate patient,2,2,inanimate,2041.000000,no,,,,,no,,no
К15,feed-1-2-l.png,direct,animate,animate patient,1,2,animate,2210.000000,no,,,,,no,,no
К15,open-2-2-r.png,inverse,inanimate,inanimate patient,1,1,inanimate,2679.000000,no,,,,,no,,no
К15,dress-1-2-l.png,direct,animate,animate patient,1,2,animate,2347.000000,no,,,,,no,,no
К15,throw-2-1-l.png,direct,inanimate,inanimate patient,2,1,inanimate,1963.000000,no,,,,,no,,no
К15,wash-2-1-l.png,inverse,animate,animate patient,2,1,animate,4700.000000,no,,,,,no,,no
К15,plant-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,3144.000000,no,,,,,no,,no
К15,shoot-1-1-r.png,direct,animate,animate patient,2,2,animate,3663.000000,no,,,,,no,,no
К15,pull-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,2039.000000,no,,,,,no,,no
К15,burn-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,2613.000000,no,,,,,no,,no
К15,saw-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,2078.000000,no,,,,,no,,no
К15,break-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,2750.000000,no,,,,,no,,no
К15,pour-1-2-l.png,direct,animate,animate patient,1,2,animate,1696.000000,no,,,,,no,,no
К15,tie-1-1-r.png,direct,animate,animate patient,1,1,animate,2043.000000,no,,,,,no,,no
К15,call-2-1-l.png,inverse,animate,animate patient,2,1,animate,2880.000000,no,,,,,no,,no
К15,boil-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,2308.000000,no,,,,,no,,no
К15,pull-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,1630.000000,no,,,,,no,,no
К15,cut_hair-1-2-l.png,direct,animate,animate patient,1,2,animate,4983.000000,no,,,,,no,,no
К15,burn-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,2047.000000,no,,,,,no,,no
К15,wash-1-1-r.png,direct,animate,animate patient,2,1,animate,1654.000000,no,,,,,no,,no
К15,shoot-2-1-l.png,inverse,animate,animate patient,2,1,animate,3268.000000,no,,,,,no,,no
К15,open-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,3154.000000,no,,,,,no,,no
К15,cover-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,5276.000000,no,,,,,no,,no
К15,hit-1-1-r.png,direct,animate,animate patient,1,1,animate,3577.000000,no,,,,,no,,no
К15,call-2-2-r.png,inverse,animate,animate patient,2,2,animate,2630.000000,no,,,,,no,,no
К15,break-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,4144.000000,no,,,,,no,,no
К15,feed-2-1-l.png,inverse,animate,animate patient,2,1,animate,1537.000000,no,,,,,no,,no
К15,teach-2-2-r.png,inverse,animate,animate patient,2,2,animate,1785.000000,no,,,,,no,,no
К15,throw-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,2958.000000,no,,,,,no,,no
К15,cut_hair-1-1-r.png,direct,animate,animate patient,1,1,animate,3663.000000,no,,,,,no,,no
К15,give_water-2-2-r.png,direct,animate,animate patient,2,2,animate,3578.000000,no,,,,,no,,no
К15,tie-1-2-l.png,direct,animate,animate patient,1,2,animate,5450.000000,no,,,,,no,,no
К15,pull-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,2891.000000,no,,,,,no,,no
К15,eat-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,5107.000000,no,,,,,no,,no
К15,pick-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,5223.000000,no,,,,,no,,no
К15,tie-2-2-r.png,inverse,animate,animate patient,2,2,animate,3117.000000,no,,,,,no,,no
К15,wake-2-1-l.png,inverse,animate,animate patient,2,1,animate,4345.000000,no,,,,,no,,no
К15,boil-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,2933.000000,no,,,,,no,,no
К15,teach-1-2-l.png,direct,animate,animate patient,1,2,animate,5212.000000,no,,,,,no,,no
К15,shoot-1-2-l.png,direct,animate,animate patient,1,2,animate,4106.000000,no,,,,,no,,no
К15,open-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,5358.000000,no,,,,,no,,no
К15,scold-2-1-l.png,inverse,animate,animate patient,2,1,animate,5671.000000,no,,,,,no,,no
К15,hit-2-2-r.png,inverse,animate,animate patient,2,2,animate,2902.000000,no,,,,,no,,no
К16,call-1-1-r.png,direct,animate,animate patient,1,1,animate,2107.000000,yes,participant_image,1,1,1,no,,no
К16,break-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,4712.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К16,carry-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,4235.000000,yes,participant_image,1,1,1,no,,no
К16,clean-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,5473.000000,yes,participant_image,1,1,1,no,,no
К16,pour-2-2-r.png,inverse,animate,animate patient,2,2,animate,2623.000000,yes,participant_image,1,1,1,no,,no
К16,pull-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,2190.000000,yes,participant_image,1,1,NA,no,,no
К16,burn-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,1623.000000,yes,participant_image,1,1,1,no,,no
К16,pour-1-2-l.png,direct,animate,animate patient,1,2,animate,2404.000000,yes,participant_image,1,1,1,no,,no
К16,tie-1-1-r.png,direct,animate,animate patient,1,1,animate,1745.000000,yes,participant_image,1,1,1,no,,no
К16,call-2-1-l.png,inverse,animate,animate patient,2,1,animate,2673.000000,yes,participant_image,1,1,1,no,,no
К16,water-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,1663.000000,yes,participant_image,1,1,1,no,,no
К16,pull-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,1498.000000,yes,participant_image,1,1,NA,no,,no
К16,open-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,1817.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К16,scold-1-2-l.png,direct,animate,animate patient,2,1,animate,5209.000000,yes,participant_image,1,1,1,no,,no
К16,cover-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,2122.000000,yes,participant_image,1,1,1,no,,no
К16,hit-1-1-r.png,direct,animate,animate patient,1,1,animate,3753.000000,yes,participant_image,1,1,1,no,,no
К16,pick-2-2-r.png,inverse,inanimate,inanimate patient,2,2,inanimate,1616.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К16,open-1-1-r.png,inverse,inanimate,inanimate patient,1,1,inanimate,5981.000000,yes,participant_image,0,1,1,yes,vf_acc,yes
К16,hit-1-2-l.png,direct,animate,animate patient,1,2,animate,4580.000000,yes,participant_image,1,1,1,no,,no
К16,pour-2-1-l.png,inverse,animate,animate patient,2,1,animate,3640.000000,yes,participant_image,1,1,1,no,,no
К16,tie-2-2-r.png,inverse,animate,animate patient,2,2,animate,1684.000000,yes,participant_image,1,1,1,no,,no
К16,carry-1-1-r.png,direct,inanimate,inanimate patient,1,1,inanimate,1409.000000,yes,participant_image,1,1,1,no,,no
К16,call-1-2-l.png,direct,animate,animate patient,1,2,animate,1642.000000,yes,participant_image,1,1,1,no,,no
К16,feed-1-1-r.png,direct,animate,animate patient,1,1,animate,1593.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К16,wake-2-1-l.png,inverse,animate,animate patient,2,1,animate,1863.000000,yes,participant_image,1,1,1,no,,no
К16,cut_hair-2-1-l.png,inverse,animate,animate patient,2,1,animate,3928.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К16,open-2-1-l.png,inverse,inanimate,inanimate patient,2,1,inanimate,1819.000000,yes,participant_image,1,1,1,no,,no
К16,scold-2-1-l.png,inverse,animate,animate patient,2,1,animate,3135.000000,yes,participant_image,1,1,1,no,,no
К16,cover-1-2-l.png,direct,inanimate,inanimate patient,1,2,inanimate,2370.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К16,hit-2-2-r.png,inverse,animate,animate patient,2,2,animate,2310.000000,yes,participant_image,1,1,1,no,,no
