participant's id,list,number,trial_num,image,ans,agens,patiens,age,cond,agens_gender,patiens_gender,agens_num,patiens_num,patiens_animacy,practice,translation,transcription,reaction time,fluency,sentence type,word order,comments,
К24,1,61,26,open-1-2-l.png,open-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",old,0,f,n,1,2,0,0,Бабушка открывает две двери ,Чачамйа тыллыт кунв'эн'энын'нин,3294,yes,direct,APV,,
К24,1,62,27,treat-2-2-r.png,treat-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,1,f,m,2,2,1,0,Две женщины лечат двух мужчин,Эльг'ата нэкунмэлэв'ын'нит г'оячеко,12238,yes,inverse,AVP,,
К24,1,63,28,throw-1-1-r.png,throw-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",child,0,f,n,2,1,0,0,Девочка бросает мяч,Эльг'ата гынын'лын'нин к'апыл,2707,yes,past,AVP,,
К24,1,64,29,scold-1-2-l.png,scold-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",child,0,m,f,2,1,1,0,Мальчик ругает двух девочек,ПРОПУСК,-,-,-,-,,
К24,1,65,30,cover-2-1-l.png,cover-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",adult,1,m,n,2,1,0,0,Два мужчины накрывают цветок ,ПРОПУСК,-,-,-,-,,
К24,1,66,31,hit-1-1-r.png,hit-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",child,0,m,f,1,1,1,0,Мальчик бьет девочку,Г’оячекенак койкыплын'нэн эльг'а,8210,yes,direct,AVP,,
К24,1,67,32,paint-2-2-r.png,paint-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,1,m,n,2,2,0,0,Два мальчика красят две доски ,Г’оячекейык доскат нэкукрасин'ныныт,6044,yes,inverse,APV,,
К24,2,1,0,cut_apple.png,tr1.wav,"(0.0,0.0)","(0.0,0.0)",n,0,n,n,0,0,0,1,Бабушка режет яблоко,--,-,-,-,-,,
К24,2,2,0,drag-2-2-e.png,tr2.wav,"(0.0,0.0)","(0.0,0.0)",n,0,n,n,0,0,0,1,Две девочки везут двух мальчиков,--,-,-,-,-,,
К24,2,3,0,dogs_bite.png,tr3.wav,"(0.0,0.0)","(0.0,0.0)",n,0,n,n,0,0,0,1,Собаки кусают мужчину,--,-,-,-,-,,
К24,2,4,1,call-2-2-r.png,call-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",old,1,f,m,2,2,1,0,Две бабушки зовут двух дедушек,Чачамйыйык накокэйн'ив'н'ынын тумгу,7635,yes,inverse,AVP,,
К24,2,5,2,break-1-1-r.png,break-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",child,0,m,n,1,1,0,0,Мальчик ломает домик,Г’оячекпэляка кунчимав'н'ынан уйичвин,3940,yes,direct,AVP,,
К24,2,6,3,feed-2-1-l.png,feed-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",old,1,m,f,2,1,1,0,Два дедушки кормят бабушку,ПРОПУСК,-,-,-,-,,
К24,2,7,4,eat-1-2-l.png,eat-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",adult,0,f,n,1,2,0,0,Женщина ест два яблока,Эльг'апель  кояблокон,6849,yes,incorporation,AV,,
К24,2,8,5,wake-1-1-r.png,wake-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,0,f,m,1,1,1,0,Женщина будит мужчину,Эльг'ата  куныкъевын'нин  к'лавол,2548,yes,direct,AVP,,
К24,2,9,6,pick-2-2-r.png,pick-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",child,1,m,n,2,2,0,0,Два мальчика срывают два цветка,"[не узнает глагол, подсказываем] а.. Н'ыччек г’оячекпэлякыт нэкуепыйг'ын'ныт н'ыччек мэчг'ат",9902,pause,inverse,AVP,,
К24,2,10,7,makelaugh-1-2-l.png,makelaugh-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",old,0,f,m,1,2,1,0,Бабушка смешит двух дедушек,ПРОПУСК,-,-,-,-,,
К24,2,11,8,carry-2-1-l.png,carry-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",adult,1,f,n,2,1,0,0,Две женщины несут ведро,"Эльг'апэлякайык омакан, кукэн,э накуннын,ын",11484,yes,inverse,AXPV,,
К24,2,12,9,teach-2-2-r.png,teach-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,1,f,m,2,2,1,0,Две женщины учат двух мужчин,Эльг'айык нэкунгыев'ын'нын г’оячек,9861,yes,inverse,AVP,,
К24,2,13,10,open-1-1-r.png,open-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",old,0,m,n,1,1,0,0,Дедушка открывает дверь,Ынпыӄлавола  кунв'эн'энын'нин   тыллытыл,2892,yes,direct,AVP,,
К24,2,14,11,dress-2-1-l.png,dress-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",old,1,f,m,2,1,1,0,Две бабушки одевают дедушку,Эльг'айык наконкеметг'эпыньнин к'лавол,6508,yes,inverse,AVP,,
К24,2,15,12,throw-1-2-l.png,throw-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",child,0,m,n,1,2,0,0,Мальчик бросает два мяча,Г’оячекпэляка  йынын'лын'нин  н'ыччек к'апылат,7158,yes,direct,AVP,,
К24,2,16,13,cut_hair-1-1-r.png,cut_hair-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",child,0,m,f,1,1,1,0,Мальчик стрижет девочку,ПРОПУСК,-,-,-,-,,
К24,2,17,14,cover-2-2-r.png,cover-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,1,f,n,2,2,0,0,Две женщины накрывают два цветка,ПРОПУСК,-,-,-,-,,
К24,2,18,15,wash-1-2-l.png,wash-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",old,0,f,m,1,2,1,0,Бабушка моет двух дедушек,Эльг'ата куконмыткын'ныт г’оячек.. г’оячекэт,12707,false start,direct,AVPP,,
К24,2,19,16,paint-2-1-l.png,paint-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",child,1,f,n,2,1,0,0,Две девочки красят доску,Эльг'айык накукрасиньнын доска,14916,yes,inverse,AVP,,
К24,2,20,17,give_water-2-2-r.png,give_water-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,1,m,f,2,2,1,0,Два мужчины поят двух женщин,ПРОПУСК,-,-,-,-,,
К24,2,21,18,clean-1-1-r.png,clean-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",old,0,f,n,2,2,0,0,Бабушка чистит пальто,Эльг'ата пальтон кучистин'нынын,6903,yes,direct,APV,,
К24,2,22,19,push-2-1-l.png,push-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",child,1,m,f,2,1,1,0,Два мальчика толкают девочку,ПРОПУСК,-,-,-,-,,
К24,2,23,20,water-1-2-l.png,water-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",child,0,m,n,1,2,0,0,Мальчик поливает два цветка,Г’оячекенак кимлытг'ын'ын  мэчг'а ,7544,yes,direct,AVP,,
К24,2,24,21,pour-1-1-r.png,pour-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,0,m,f,1,1,1,0,Мужчина обливает женщину,К'лавола  кимлытг'ын'ын'  эльг'а,8113,yes,direct,AVP,,
К24,2,25,22,plant-2-2-r.png,plant-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,1,f,n,2,2,0,0,Две женщины сажают два дерева,"Эльг'айык мэчг'а койын,нын ",14765,yes,direct,APV,,
К24,2,26,23,tie-1-2-l.png,tie-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",child,0,m,f,1,2,1,0,Мальчик связывает двух девочек,Г’оячекенак кукылтын'нин эльг'апэлякыт,2761,yes,direct,AVP,,
К24,2,27,24,boil-2-1-l.png,boil-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",old,1,f,n,2,1,0,0,Две бабушки варят курицу,Чачамйа на.. хм.. накопаньн'ынин курица,8845,pause; false start,inverse,AVP,,
К24,2,28,25,shoot-2-2-r.png,shoot-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",child,1,m,f,2,2,1,0,Два мальчика стреляют в двух девочек ,"Г’оячекпэляк'ыт йитта нэкулк'эйн,ыв'ын'нин эльг'апэляк'ыт",8133,yes,inverse,AXVP,,
К24,2,29,26,hang-1-1-r.png,hang-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",old,0,f,n,1,1,0,0,Бабушка вешает картину,Чачамйа каликал коннёпаньн'ынин,6399,yes,direct,APV,,
К24,2,30,27,treat-2-1-l.png,treat-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",adult,1,m,f,2,1,1,0,Два мужчины лечат женщину ,Г’оячек...г’оячек  нэкуенмэлэв'ын'нин  эльг'а,5571,false start,inverse,AVP,,
К24,2,31,28,pull-1-2-l.png,pull-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",child,0,m,n,1,2,0,0,Мальчик везёт двое санок,Г’оячекпэляк'ыт  каг'ан'нин  уетыкпэлякыт,6400,yes,direct,AVP,,
К24,2,32,29,scold-1-1-r.png,scold-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",child,0,f,m,1,1,1,0,Девочка ругает мальчика ,Эльг'ата кокытг'айн'ан'ыт г’оячекпэль,5455,yes,direct,AVP,,
К24,2,33,30,burn-2-2-r.png,burn-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",old,1,m,n,2,2,0,0,Два дедушки сжигают две книги ,Апапойык нэкукэнгэв'ын'нын каликал,7949,yes,inverse,AVP,,
К24,2,34,31,hit-1-2-l.png,hit-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",child,0,f,m,1,2,1,0,Девочка бьет двух мальчиков,Эльг'ата койкыплын'нын г’оячекпэляк'ыт,7281,yes,direct,AVP,,
К24,2,35,32,saw-2-1-l.png,saw-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",old,1,m,n,2,1,0,0,Два дедушки пилят бревно,Апапонак кучвитын'нин утту,6523,yes,direct,AVP,,
К24,2,36,1,give_water-1-2-l.png,give_water-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",adult,0,f,m,1,2,1,0,Женщина поит двух мужчин,ПРОПУСК,-,-,-,-,,
К24,2,37,2,break-2-1-l.png,break-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",child,1,f,n,2,1,0,0,Две девочки ломают домик,ПРОПУСК,-,-,-,-,,
К24,2,38,3,push-1-1-r.png,push-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",child,0,f,m,1,1,1,0,Девочка толкает мальчика,Эльг'ата гыпынг'ылынын г’оячек,3471,yes,past,AVP,,
К24,2,39,4,eat-2-2-r.png,eat-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,1,m,n,2,2,0,0,Два мужчины едят два яблока,Г’оячекейык нэкунув'ныв'  яблоко,6323,yes,inverse,AVP,,
К24,2,40,5,pour-2-1-l.png,pour-2-1-l.wav,"(40.0,100.0)","(970.0,100.0)",adult,1,f,m,2,1,1,0,Две женщины обливают мужчину ,Эльг'айык  нэгымлытг'ын'нин  г’оячек,5411,yes,inverse,AVP,,
К24,2,41,6,pick-1-2-l.png,pick-1-2-l.wav,"(40.0,100.0)","(970.0,100.0)",child,0,f,n,1,2,0,0,Девочка срывает два цветка,хочет оторвать? ага... Эльг'апэляка куепыйг'ын'нын  мэчг'ат,12802,yes,direct,AVP,,
К24,2,42,7,tie-2-2-r.png,tie-2-2-r.wav,"(970.0,100.0)","(40.0,100.0)",child,1,f,m,2,2,1,0,Две девочки связывают двух мальчиков,Эльг'айык  накылтын'нэв'  г’оячекыт,3675,yes,inverse,AVP,,
К24,2,43,8,carry-1-1-r.png,carry-1-1-r.wav,"(970.0,100.0)","(40.0,100.0)",adult,0,m,n,1,1,0,0,Мужчина несёт ведро,"Г’оячекенак кукэнэт кунн'ин'нын [зависла проба, долго не переключаем, тишина]",8068,yes,direct,APV,,
